"feature","Sample.type","age.quant","mean","sd","median","incidence"
"Unclassified_Ruminococcaceae","patient","(6.27,8.71]",0.0089613522570021,0.00798988385450858,0.00874201476562631,1
"Unclassified_Ruminococcaceae","patient","(8.71,15.3]",0.009734658739053,0.00901178400691308,0.00831851436144318,1
"Unclassified_Ruminococcaceae","patient","(15.3,26.4]",0.0184069068553378,0.0400834041973347,0.00385852090032154,1
"Unclassified_Firmicutes","control","[3.18,6.27]",0.0173333491871091,0.0191102399637637,0.0114033833068687,1
"Unclassified_Firmicutes","control","(6.27,8.71]",0.00516997026477965,0.00389271467863604,0.00516997026477965,1
"Unclassified_Firmicutes","control","(8.71,15.3]",0.00439865490613591,0.0037057041102592,0.00272518646012622,1
"Unclassified_Firmicutes","control","(15.3,26.4]",0.00851723577939137,0.00962015424559417,0.00405143561740356,1
"Unclassified_Firmicutes","patient","[3.18,6.27]",0.000580242207975808,0.000626029819238106,0.000438764443301005,0.75
"Unclassified_Firmicutes","patient","(6.27,8.71]",0.000540268165052551,0.000309779772852885,0.000637580731881849,0.833333333333333
"Unclassified_Firmicutes","patient","(8.71,15.3]",0.00548866950081648,0.00569243072368711,0.00435106107660455,0.75
"Unclassified_Firmicutes","patient","(15.3,26.4]",0.00314897351060459,0.00311607295588497,0.00196099793005774,1
"Unclassified_Bacteria","control","[3.18,6.27]",0.0314960447813166,0.0129601650995465,0.035154272057805,1
"Unclassified_Bacteria","control","(6.27,8.71]",0.0141342194315504,0.00318256969742629,0.0141342194315504,1
"Unclassified_Bacteria","control","(8.71,15.3]",0.00880419807372049,0.00689834054537639,0.00490196078431373,1
"Unclassified_Bacteria","control","(15.3,26.4]",0.00865031060887799,0.00408969259154771,0.00696702275894101,1
"Unclassified_Bacteria","patient","[3.18,6.27]",0.025424628554059,0.0434219442941227,0.00488576065554827,1
"Unclassified_Bacteria","patient","(6.27,8.71]",0.00611196490949971,0.00799537505942842,0.00242081178629877,1
"Unclassified_Bacteria","patient","(8.71,15.3]",0.00495863592987439,0.00346040408263912,0.00589941471689163,0.75
"Unclassified_Bacteria","patient","(15.3,26.4]",0.00436455313246282,0.00414504369501625,0.00365755377843903,1
"Clostridium_IV","control","[3.18,6.27]",0.0202871454685949,0.0190174950386489,0.0182608314584322,0.75
"Clostridium_IV","control","(6.27,8.71]",0.0308607537651372,0.00193933530536609,0.0308607537651372,1
"Clostridium_IV","control","(8.71,15.3]",0.0157960454228574,0.0307980462326011,0.00199944842801986,1
"Clostridium_IV","control","(15.3,26.4]",0.0109580088299275,0.00897049608401035,0.011921350054188,1
"Clostridium_IV","patient","[3.18,6.27]",0.000390315899383542,0.000314670387012825,0.000438764443301005,0.75
"Clostridium_IV","patient","(6.27,8.71]",0.0085752108340575,0.0130591686870048,0.00340115888012501,0.833333333333333
"Clostridium_IV","patient","(8.71,15.3]",0.00428168852081896,0.0050782930177674,0.00357142857142857,0.5
"Clostridium_IV","patient","(15.3,26.4]",0.00538635076007203,0.00852562443867176,0.0022460996782614,1
"Roseburia","control","[3.18,6.27]",0.00996394910803926,0.00533198063691298,0.00923867969979358,1
"Roseburia","control","(6.27,8.71]",0.0122494637445949,0.0150442061681496,0.0122494637445949,1
"Roseburia","control","(8.71,15.3]",0.00813937514643015,0.00534265360993914,0.00596760443307758,1
"Roseburia","control","(15.3,26.4]",0.00928747654140263,0.00754991984686672,0.00629820961007714,1
"Roseburia","patient","[3.18,6.27]",0.00434858230192533,0.00489072306910084,0.00306838920571776,0.75
"Roseburia","patient","(6.27,8.71]",0.00431731637426874,0.0063147098569988,0.00226548353185124,0.833333333333333
"Roseburia","patient","(8.71,15.3]",0.00686203366160597,0.0094027578860359,0.00311062226823096,1
"Roseburia","patient","(15.3,26.4]",0.00560310911852354,0.00609204282725443,0.00339950221574698,0.888888888888889
"Dorea","control","[3.18,6.27]",0.00546001260838568,0.0054999982317077,0.00480161600316689,0.75
"Dorea","control","(6.27,8.71]",0.0106085411204806,0.00740557075872974,0.0106085411204806,1
"Dorea","control","(8.71,15.3]",0.00946176058257119,0.0104744808690597,0.00447570332480818,1
"Dorea","control","(15.3,26.4]",0.00896733843927433,0.0108277050161423,0.00530748000849197,1
"Dorea","patient","[3.18,6.27]",0.000902681884634693,0.00117557551572571,0.000569778925776799,0.5
"Dorea","patient","(6.27,8.71]",0.00268351003450098,0.00547086879697763,0.00053409324987712,0.833333333333333
"Dorea","patient","(8.71,15.3]",0.00577074585836398,0.00520225141657149,0.00526129848001298,0.75
"Dorea","patient","(15.3,26.4]",0.00782212456589636,0.0142646560679114,0.00242065626681011,0.777777777777778
"Oscillibacter","control","[3.18,6.27]",0.00204888323803039,0.00265833254391452,0.00112853847534097,0.75
"Oscillibacter","control","(6.27,8.71]",0.00364076751673079,0.000169197579984524,0.00364076751673079,1
"Oscillibacter","control","(8.71,15.3]",0.00581920095388624,0.00748518700538171,0.003003663003663,0.857142857142857
"Oscillibacter","control","(15.3,26.4]",0.0048261346658355,0.00496253390796416,0.00418021365536461,1
"Oscillibacter","patient","[3.18,6.27]",0.00407744900930719,0.00405598034841866,0.0041735690784716,0.75
"Oscillibacter","patient","(6.27,8.71]",0.00339594591572042,0.00455285099716389,0.00183771504733216,0.833333333333333
"Oscillibacter","patient","(8.71,15.3]",0.000962126598589059,0.00145232644345735,0.000361753197178118,0.75
"Oscillibacter","patient","(15.3,26.4]",0.00128033556197274,0.0019132489003038,0.000991878990763127,0.777777777777778
"Odoribacter","control","[3.18,6.27]",0.000855098012737864,0.00157505985015538,0.000103626943005181,0.5
"Odoribacter","control","(6.27,8.71]",0,0,0,0
"Odoribacter","control","(8.71,15.3]",0.00432132181414011,0.00741410870080632,0.000909297567629007,0.571428571428571
"Odoribacter","control","(15.3,26.4]",0.00597806090569509,0.00840119119812715,0.0008807468733486,0.8
"Odoribacter","patient","[3.18,6.27]",0,0,0,0
"Odoribacter","patient","(6.27,8.71]",0,0,0,0
"Odoribacter","patient","(8.71,15.3]",0.00467473976305498,0.00851233965307728,0.000644122383252818,0.5
"Odoribacter","patient","(15.3,26.4]",0.00284608799214638,0.00557900631642374,0,0.444444444444444
"Bifidobacterium","control","[3.18,6.27]",0.0519811893766454,0.0921767793569967,0.00872581004586476,1
"Bifidobacterium","control","(6.27,8.71]",0.00620713266977638,0.00118103923420027,0.00620713266977638,1
"Bifidobacterium","control","(8.71,15.3]",0.00216284887440203,0.00203512526325039,0.0015857694429123,1
"Bifidobacterium","control","(15.3,26.4]",0.00712529695674992,0.0152286322031233,0,0.4
"Bifidobacterium","patient","[3.18,6.27]",0.00102933964139638,0.00150840244841115,0.000425313028899267,0.75
"Bifidobacterium","patient","(6.27,8.71]",0.000440331791177601,0.000669136529855581,2.52372299616394e-05,0.5
"Bifidobacterium","patient","(8.71,15.3]",0.00778934442072581,0.0100008962648841,0.00511170011359334,0.5
"Bifidobacterium","patient","(15.3,26.4]",0.000363340006301676,0.00037492460254376,0.000336304018833025,0.777777777777778
"Barnesiella","control","[3.18,6.27]",0.000207253886010363,0.000414507772020725,0,0.25
"Barnesiella","control","(6.27,8.71]",0,0,0,0
"Barnesiella","control","(8.71,15.3]",0.00621164523545108,0.00755819020047324,0.00113662195953626,0.714285714285714
"Barnesiella","control","(15.3,26.4]",0.000781561898719127,0.00104354866367146,0.000176273576590869,0.6
"Barnesiella","patient","[3.18,6.27]",9.51293759512938e-05,0.000190258751902588,0,0.25
"Barnesiella","patient","(6.27,8.71]",0,0,0,0
"Barnesiella","patient","(8.71,15.3]",0.00301339285714286,0.00602678571428571,0,0.25
"Barnesiella","patient","(15.3,26.4]",0.00147003354021186,0.00411150342029051,0,0.444444444444444
"Faecalibacterium","control","[3.18,6.27]",0.0616496702191021,0.0579449118788736,0.0635548739994783,0.75
"Faecalibacterium","control","(6.27,8.71]",0.0139840773758857,0.0144584515026597,0.0139840773758857,1
"Faecalibacterium","control","(8.71,15.3]",0.0265916307886433,0.0123667478503675,0.0227324391907252,1
"Faecalibacterium","control","(15.3,26.4]",0.052755417720216,0.0361525244581614,0.0558910047995046,1
"Faecalibacterium","patient","[3.18,6.27]",0.0342873543819242,0.0209099949503889,0.0352301535359918,1
"Faecalibacterium","patient","(6.27,8.71]",0.0173111607735738,0.0202264263145917,0.0108336131573965,0.833333333333333
"Faecalibacterium","patient","(8.71,15.3]",0.0309294374501802,0.0266940631948538,0.026339912250931,1
"Faecalibacterium","patient","(15.3,26.4]",0.0292041243127573,0.0404792426697414,0.0218597612241466,1
"Prevotella","control","[3.18,6.27]",0.0829847058417661,0.165609700798338,0.000269929818247256,0.5
"Prevotella","control","(6.27,8.71]",0,0,0,0
"Prevotella","control","(8.71,15.3]",0.0973693023541505,0.254582262426115,0.00204591952716526,1
"Prevotella","control","(15.3,26.4]",0.300574693496919,0.362118934534406,0.197815747754095,1
"Prevotella","patient","[3.18,6.27]",0.0450913242009132,0.0901826484018265,0,0.25
"Prevotella","patient","(6.27,8.71]",0.000222545865323756,0.000286412802198715,0.000116869644059256,0.666666666666667
"Prevotella","patient","(8.71,15.3]",0.00876785883323417,0.0101583048810508,0.00825892857142857,0.5
"Prevotella","patient","(15.3,26.4]",0.172078544436271,0.266352286871226,0.000413736036408771,0.777777777777778
"Clostridium_XVIII","control","[3.18,6.27]",0.00263116035985145,0.00270234984409387,0.00222769023059186,0.75
"Clostridium_XVIII","control","(6.27,8.71]",0.0226300135624383,0.0308640963010603,0.0226300135624383,1
"Clostridium_XVIII","control","(8.71,15.3]",0.00198112634371075,0.00189281484698014,0.00120592626622258,1
"Clostridium_XVIII","control","(15.3,26.4]",0.0019947356447801,0.00327239728777458,0.000340628459507792,1
"Clostridium_XVIII","patient","[3.18,6.27]",0.00193696152866878,0.00225038266666598,0.00178473366282262,0.5
"Clostridium_XVIII","patient","(6.27,8.71]",0.00281530269830704,0.00309214260429917,0.00171373793826926,1
"Clostridium_XVIII","patient","(8.71,15.3]",0.00364310845101842,0.00514635610163641,0.00165014604857467,0.75
"Clostridium_XVIII","patient","(15.3,26.4]",0.00479392450042433,0.00523048026170926,0.00180064308681672,1
"Blautia","control","[3.18,6.27]",0.0777483091566992,0.0840253785462643,0.0519639981687663,1
"Blautia","control","(6.27,8.71]",0.016404852023773,0.0178819438411509,0.016404852023773,1
"Blautia","control","(8.71,15.3]",0.0122566969860012,0.00666924174669881,0.00924543470770644,1
"Blautia","control","(15.3,26.4]",0.0182535794020381,0.00896989659755465,0.0224492955565877,1
"Blautia","patient","[3.18,6.27]",0.00612014323875133,0.00599836040975947,0.00453057557050439,1
"Blautia","patient","(6.27,8.71]",0.00990248299321321,0.0167667490961348,0.00249830856811839,0.833333333333333
"Blautia","patient","(8.71,15.3]",0.0134077962887278,0.0226481333134029,0.00294959167241776,1
"Blautia","patient","(15.3,26.4]",0.016290548532276,0.0177879152014375,0.00771704180064309,1
"Megamonas","control","[3.18,6.27]",0,0,0,0
"Megamonas","control","(6.27,8.71]",0,0,0,0
"Megamonas","control","(8.71,15.3]",0.0208177178360681,0.0503375335891151,0,0.285714285714286
"Megamonas","control","(15.3,26.4]",0.0261757970759204,0.0585308616269982,0,0.2
"Megamonas","patient","[3.18,6.27]",0,0,0,0
"Megamonas","patient","(6.27,8.71]",0.00831733845169546,0.0203732352246841,0,0.166666666666667
"Megamonas","patient","(8.71,15.3]",0,0,0,0
"Megamonas","patient","(15.3,26.4]",1.21049254941836e-05,3.63147764825508e-05,0,0.111111111111111
"Alistipes","control","[3.18,6.27]",0.0154425846231476,0.0121763079758184,0.0176756012348706,0.75
"Alistipes","control","(6.27,8.71]",0.0531829170024174,0.0752120025113814,0.0531829170024174,0.5
"Alistipes","control","(8.71,15.3]",0.0709578926863987,0.112277691627926,0.0141825683341929,0.714285714285714
"Alistipes","control","(15.3,26.4]",0.0279649273027596,0.0251158678421542,0.026143234267223,1
"Alistipes","patient","[3.18,6.27]",0.00794761270715323,0.0131307755901618,0.00219659527732015,0.5
"Alistipes","patient","(6.27,8.71]",0.0287268924403563,0.0214769944825827,0.0316510385509537,0.833333333333333
"Alistipes","patient","(8.71,15.3]",0.0658377904301817,0.121793538488944,0.00756843800322061,0.5
"Alistipes","patient","(15.3,26.4]",0.0310946018400632,0.0432265715156297,0.00978439691748203,0.777777777777778
"Unclassified_Clostridiales","control","[3.18,6.27]",0.0225355363320834,0.0206854263657637,0.0243764532652106,0.75
"Unclassified_Clostridiales","control","(6.27,8.71]",0.0538586153639538,0.0564149371741383,0.0538586153639538,1
"Unclassified_Clostridiales","control","(8.71,15.3]",0.0110621346212712,0.00569575686398044,0.0113662195953626,1
"Unclassified_Clostridiales","control","(15.3,26.4]",0.0137166671103475,0.00515178761232692,0.0167716368268346,1
"Unclassified_Clostridiales","patient","[3.18,6.27]",0.01821783824328,0.0265024159455529,0.00699610132482774,1
"Unclassified_Clostridiales","patient","(6.27,8.71]",0.00872384606139971,0.0127082085885748,0.00436343799794337,1
"Unclassified_Clostridiales","patient","(8.71,15.3]",0.010039298972479,0.00999198904208146,0.00756053025074764,1
"Unclassified_Clostridiales","patient","(15.3,26.4]",0.0102138780412629,0.0113248709320288,0.00744724865535788,1
"Unclassified_Bacteroidales","control","[3.18,6.27]",0.000894706683652468,0.00118452966954587,0.000539859636494511,0.5
"Unclassified_Bacteroidales","control","(6.27,8.71]",0.00067150147730325,0.000949646496355825,0.00067150147730325,0.5
"Unclassified_Bacteroidales","control","(8.71,15.3]",0.00342083554156012,0.00609468002485707,0.00139194139194139,1
"Unclassified_Bacteroidales","control","(15.3,26.4]",0.00224993915917428,0.00179359634830767,0.00332112748020097,1
"Unclassified_Bacteroidales","patient","[3.18,6.27]",0.0171241246724641,0.0314791331487272,0.00205653501167252,1
"Unclassified_Bacteroidales","patient","(6.27,8.71]",0.00231005845633911,0.00224034206041015,0.00128152150497593,1
"Unclassified_Bacteroidales","patient","(8.71,15.3]",0.00281496990032687,0.00236287745376595,0.00239588649446575,1
"Unclassified_Bacteroidales","patient","(15.3,26.4]",0.00585003399458028,0.00816835855845181,0.00218649517684887,1
"Parabacteroides","control","[3.18,6.27]",0.0054557072103167,0.00632438170900282,0.004163168964452,0.75
"Parabacteroides","control","(6.27,8.71]",0.0144107409025736,0.012287974246376,0.0144107409025736,1
"Parabacteroides","control","(8.71,15.3]",0.0110563638898694,0.00865056785999277,0.00868725868725869,1
"Parabacteroides","control","(15.3,26.4]",0.0062140522588755,0.00606252350187021,0.00211379249603664,1
"Parabacteroides","patient","[3.18,6.27]",0.0125570776255708,0.0251141552511416,0,0.25
"Parabacteroides","patient","(6.27,8.71]",0.0918197411177257,0.20473502683838,0.0112007502136203,0.833333333333333
"Parabacteroides","patient","(8.71,15.3]",0.0167655577953094,0.0171739571545661,0.0165038270135771,1
"Parabacteroides","patient","(15.3,26.4]",0.021204905989274,0.0290597179897204,0.00168152009416513,0.777777777777778
"Clostridium_XI","control","[3.18,6.27]",0.0104093051327943,0.00885107832669805,0.0104651650674452,0.75
"Clostridium_XI","control","(6.27,8.71]",0.00884797774019892,0.00491575814891795,0.00884797774019892,1
"Clostridium_XI","control","(8.71,15.3]",0.00662038805411879,0.00535900574601657,0.00645438898450947,1
"Clostridium_XI","control","(15.3,26.4]",0.0125480937546871,0.0165772323496658,0.00727666821489395,1
"Clostridium_XI","patient","[3.18,6.27]",0.00287152897838826,0.00288545688748487,0.00243471362639454,1
"Clostridium_XI","patient","(6.27,8.71]",0.00904832184179704,0.0173951438430061,0.00211131504391823,0.833333333333333
"Clostridium_XI","patient","(8.71,15.3]",0.0209090467083672,0.0200943723350283,0.0212823791310201,0.75
"Clostridium_XI","patient","(15.3,26.4]",0.0278846502669085,0.0715164213050965,0.00165494414563508,0.777777777777778
"Akkermansia","control","[3.18,6.27]",0.00572308714907277,0.00824947076645511,0.00269929818247256,0.5
"Akkermansia","control","(6.27,8.71]",0.00453570874616488,0.0060346022252583,0.00453570874616488,1
"Akkermansia","control","(8.71,15.3]",0.00429718401781289,0.00841819391127578,0,0.428571428571429
"Akkermansia","control","(15.3,26.4]",0,0,0,0
"Akkermansia","patient","[3.18,6.27]",0.000417837878902986,0.000835675757805971,0,0.25
"Akkermansia","patient","(6.27,8.71]",0.00577916426057273,0.0111647617730985,4.42634560906516e-05,0.5
"Akkermansia","patient","(8.71,15.3]",0.0515903303768422,0.083609097201423,0.0155800166313013,0.75
"Akkermansia","patient","(15.3,26.4]",1.07853922647167e-05,3.235617679415e-05,0,0.111111111111111
"Phascolarctobacterium","control","[3.18,6.27]",0.00303463048911103,0.00606926097822206,0,0.25
"Phascolarctobacterium","control","(6.27,8.71]",0,0,0,0
"Phascolarctobacterium","control","(8.71,15.3]",0.00389538054604081,0.00914802667534017,0,0.285714285714286
"Phascolarctobacterium","control","(15.3,26.4]",0.00690505548705302,0.0154401734574585,0,0.2
"Phascolarctobacterium","patient","[3.18,6.27]",0,0,0,0
"Phascolarctobacterium","patient","(6.27,8.71]",0.00184452281751542,0.00365390533453107,0.00019669551534225,0.5
"Phascolarctobacterium","patient","(8.71,15.3]",0.00780764751552795,0.00913137187746048,0.00691964285714286,0.5
"Phascolarctobacterium","patient","(15.3,26.4]",0.000242288846028036,0.000385711181728207,0,0.444444444444444
"Sutterella","control","[3.18,6.27]",0.00129533678756477,0.00259067357512953,0,0.25
"Sutterella","control","(6.27,8.71]",0.00013430029546065,0.000189929299271165,0.00013430029546065,0.5
"Sutterella","control","(8.71,15.3]",0.0182151794973013,0.0432393562777464,0.00178017686918571,0.714285714285714
"Sutterella","control","(15.3,26.4]",0.00982792970884626,0.0121802828135758,0.0017614937466972,0.8
"Sutterella","patient","[3.18,6.27]",0.0149308736331586,0.0286173867088766,0.00094241697712394,0.75
"Sutterella","patient","(6.27,8.71]",3.26144726434147e-05,6.08376043761766e-05,0,0.333333333333333
"Sutterella","patient","(8.71,15.3]",0.002576692391864,0.00241034846313709,0.00257689525071672,0.75
"Sutterella","patient","(15.3,26.4]",0.0089271617466111,0.0147365459576293,0,0.444444444444444
"Unclassified_Prevotellaceae","control","[3.18,6.27]",0.00699481865284974,0.0139896373056995,0,0.25
"Unclassified_Prevotellaceae","control","(6.27,8.71]",0,0,0,0
"Unclassified_Prevotellaceae","control","(8.71,15.3]",0.000200596359230023,0.000481988182402577,0,0.285714285714286
"Unclassified_Prevotellaceae","control","(15.3,26.4]",0.00256969340611998,0.0039466477627126,0.00052844812400916,0.6
"Unclassified_Prevotellaceae","patient","[3.18,6.27]",0,0,0,0
"Unclassified_Prevotellaceae","patient","(6.27,8.71]",1.47544853635505e-05,3.61409605580615e-05,0,0.166666666666667
"Unclassified_Prevotellaceae","patient","(8.71,15.3]",0,0,0,0
"Unclassified_Prevotellaceae","patient","(15.3,26.4]",0.00325225588609573,0.00802743583663369,0,0.444444444444444
"Erysipelotrichaceae_incertae_sedis","control","[3.18,6.27]",0.000693854514667507,0.000589692915271439,0.000667896180675665,0.75
"Erysipelotrichaceae_incertae_sedis","control","(6.27,8.71]",0.0015517831674441,0.000295259808550068,0.0015517831674441,1
"Erysipelotrichaceae_incertae_sedis","control","(8.71,15.3]",0.00104089722903713,0.00201956505163808,0.000206839492553778,0.714285714285714
"Erysipelotrichaceae_incertae_sedis","control","(15.3,26.4]",0.00144203455158294,0.00200305802070651,0.000495364800792584,0.8
"Erysipelotrichaceae_incertae_sedis","patient","[3.18,6.27]",0.00160790849999228,0.001653486373181,0.00125621494993935,0.75
"Erysipelotrichaceae_incertae_sedis","patient","(6.27,8.71]",0.00287243910252429,0.00379740777904361,0.00165788107880371,0.833333333333333
"Erysipelotrichaceae_incertae_sedis","patient","(8.71,15.3]",0.0980558345085945,0.191629336451264,0.00338164251207729,0.5
"Erysipelotrichaceae_incertae_sedis","patient","(15.3,26.4]",0.00508736978063558,0.0113717250672753,0.00121222616676769,0.777777777777778
"Clostridium_XlVa","control","[3.18,6.27]",0.0043435757371516,0.00423870205669021,0.00454822759451195,0.75
"Clostridium_XlVa","control","(6.27,8.71]",0.0271770125183008,0.0350153723012834,0.0271770125183008,1
"Clostridium_XlVa","control","(8.71,15.3]",0.00621410953044271,0.00719017657049119,0.00286861732644865,1
"Clostridium_XlVa","control","(15.3,26.4]",0.00837445181911022,0.00748198845039005,0.00651752686277964,1
"Clostridium_XlVa","patient","[3.18,6.27]",0.0102301651885539,0.00894561990253693,0.0093299838069804,1
"Clostridium_XlVa","patient","(6.27,8.71]",0.00397037130819926,0.00358519449918615,0.00382651587484152,0.833333333333333
"Clostridium_XlVa","patient","(8.71,15.3]",0.00431019559626223,0.00424707281262088,0.00423287310001623,1
"Clostridium_XlVa","patient","(15.3,26.4]",0.00669223387429939,0.00921482048476925,0.00386749621657979,1
"Enterococcus","control","[3.18,6.27]",0.0149199096433685,0.0273784927710489,0.00188950872773079,0.5
"Enterococcus","control","(6.27,8.71]",0.00013430029546065,0.000189929299271165,0.00013430029546065,0.5
"Enterococcus","control","(8.71,15.3]",3.24749131296074e-05,8.59205439893674e-05,0,0.142857142857143
"Enterococcus","control","(15.3,26.4]",0,0,0,0
"Enterococcus","patient","[3.18,6.27]",0.000829062405788363,0.00165812481157673,0,0.25
"Enterococcus","patient","(6.27,8.71]",0.000250956347160802,0.000450377161645205,0,0.333333333333333
"Enterococcus","patient","(8.71,15.3]",0.00028968352711184,0.000364681849469655,0.000200722601364914,0.5
"Enterococcus","patient","(15.3,26.4]",0.00800195523103872,0.023919534719268,0,0.333333333333333
"Unclassified_Burkholderiales","control","[3.18,6.27]",0,0,0,0
"Unclassified_Burkholderiales","control","(6.27,8.71]",0,0,0,0
"Unclassified_Burkholderiales","control","(8.71,15.3]",0.000505250896109672,0.0012394263778777,0,0.285714285714286
"Unclassified_Burkholderiales","control","(15.3,26.4]",0.00440081852304299,0.00627069106716761,0,0.4
"Unclassified_Burkholderiales","patient","[3.18,6.27]",0.00408341563473372,0.00816683126946745,0,0.25
"Unclassified_Burkholderiales","patient","(6.27,8.71]",0.00172744721689059,0.00423136423897286,0,0.166666666666667
"Unclassified_Burkholderiales","patient","(8.71,15.3]",0,0,0,0
"Unclassified_Burkholderiales","patient","(15.3,26.4]",0.000838257465082259,0.00247857959914608,0,0.222222222222222
"Escherichia_Shigella","control","[3.18,6.27]",0.042253372274304,0.0839925959377587,0.000385761561840423,0.75
"Escherichia_Shigella","control","(6.27,8.71]",0.000220070422535211,0.000311226576226473,0.000220070422535211,0.5
"Escherichia_Shigella","control","(8.71,15.3]",0.000929051745066934,0.00167521349877433,0.000413678985107557,0.714285714285714
"Escherichia_Shigella","control","(15.3,26.4]",0.000458062895293961,0.000763774100055955,0,0.4
"Escherichia_Shigella","patient","[3.18,6.27]",0.000274574409665019,0.000549148819330038,0,0.25
"Escherichia_Shigella","patient","(6.27,8.71]",0.0291749157972045,0.0712757617580821,0,0.333333333333333
"Escherichia_Shigella","patient","(8.71,15.3]",0.000774234935359983,0.0012684306565221,0.000223214285714286,0.5
