"Bacteroides"	"Prevotella"	"Unclassified_Lachnospiraceae"	"Faecalibacterium"	"Lachnospiracea_incertae_sedis"	"Parabacteroides"	"Alistipes"	"Blautia"	"Ruminococcus"	"Unclassified_Clostridiales"	"Lactobacillus"	"Unclassified_Ruminococcaceae"	"Roseburia"	"Clostridium_XI"	"Enterococcus"	"Erysipelotrichaceae_incertae_sedis"	"Megamonas"	"Sutterella"	"Escherichia_Shigella"	"Unclassified_Bacteria"	"Clostridium_IV"	"Clostridium_XlVa"	"Unclassified_Firmicutes"	"Haemophilus"	"Bifidobacterium"	"Dorea"	"Unclassified_Bacteroidales"	"Clostridium_XVIII"	"Akkermansia"	"Veillonella"	"Streptococcus"	"Clostridium_sensu_stricto"	"Unclassified_Clostridiaceae_1"	"Klebsiella"	"Gemmiger"	"Barnesiella"	"Unclassified_Enterobacteriaceae"	"Phascolarctobacterium"	"Oscillibacter"	"Turicibacter"	"Flavonifractor"	"Unclassified_Lactobacillales"	"Odoribacter"	"Unclassified_Burkholderiales"	"Coprococcus"	"Fusobacterium"	"Unclassified_Prevotellaceae"	"Parasutterella"	"Butyricicoccus"	"Unclassified_Alphaproteobacteria"	"Anaerovorax"	"Catenibacterium"	"Coprobacillus"	"Dialister"	"Paraprevotella"	"Cellulosilyticum"	"Collinsella"	"Acidaminococcus"	"Unclassified_Bacteroidetes"	"Clostridium_XlVb"	"Unclassified_Proteobacteria"	"Holdemania"	"Unclassified_Bacilli"	"Unclassified_Fusobacteriaceae"	"Weissella"	"Unclassified_Acidaminococcaceae"	"Campylobacter"	"Eggerthella"	"Unclassified_Veillonellaceae"	"Pseudoflavonifractor"	"Unclassified_Bacillales"	"Megasphaera"	"Porphyromonas"	"Brachyspira"	"Unclassified_Erysipelotrichaceae"	"Butyricimonas"	"Anaerobacter"	"TM7_genus_incertae_sedis"	"Bilophila"	"Acetobacterium"	"Unclassified_Selenomonadales"	"Subdoligranulum"	"Unclassified_Actinomycetales"	"Unclassified_Desulfovibrionaceae"	"Soehngenia"	"Unclassified_Porphyromonadaceae"	"Unclassified_Clostridia"	"Clostridium_III"	"Enterobacter"	"Rothia"	"Anaerotruncus"	"Lactococcus"	"Gemella"	"Moraxella"	"Desulfovibrio"	"Peptoniphilus"	"Eubacterium"	"Hespellia"	"Granulicatella"	"Anaerostipes"	"Pseudomonas"	"Finegoldia"	"Allisonella"	"Anaerococcus"	"Unclassified_Pasteurellaceae"	"Parvimonas"	"Corynebacterium"	"Staphylococcus"	"Anaerofustis"	"Victivallis"	"Cloacibacterium"	"Unclassified_Desulfovibrionales"	"Acidovorax"	"Howardella"	"Unclassified_Peptostreptococcaceae"	"Unclassified_Actinobacteria"	"Asaccharobacter"	"Pasteurella"	"Pseudobutyrivibrio"	"Unclassified_Gammaproteobacteria"	"Atopobium"	"Mogibacterium"	"Unclassified_Coriobacteriaceae"	"Abiotrophia"	"Unclassified_Pseudomonadaceae"	"Brevundimonas"	"Unclassified_Clostridiales_Incertae_Sedis_XI"	"Solobacterium"	"Unclassified_Betaproteobacteria"	"Succinivibrio"	"Rhizobium"	"Gordonibacter"	"Leuconostoc"	"Erysipelothrix"	"Unclassified_Corynebacteriaceae"	"Streptophyta"	"Porphyrobacter"	"Unclassified_Succinivibrionaceae"	"Clostridium_XIX"	"Scardovia"	"Unclassified_Flavobacteriales"	"Filifactor"	"Slackia"	"Murdochiella"	"Sphingopyxis"	"Unclassified_Rikenellaceae"	"Citrobacter"	"Sarcina"	"Catonella"	"Diaphorobacter"	"Unclassified_Phyllobacteriaceae"	"Aggregatibacter"	"Anaerofilum"	"Unclassified_Peptococcaceae_1"	"Acinetobacter"	"Syntrophococcus"
1564	0	93	100	23	102	47	10	4	22	0	68	11	24	0	21	0	16	0	19	31	26	9	1	65	39	9	35	544	1	15	60	4	0	37	0	0	54	1	7	5	0	4	0	2	0	0	0	0	0	4	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8291	6	640	485	860	163	21	65	248	76	0	35	147	86	0	4	0	113	1	17	33	90	10	88	8	251	6	2	0	1	3	25	15	0	11	0	0	1	3	1	3	0	50	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	15	2	0	96	0	0	11	0	0	0	0	4	0	1	0	0	1	0	0	0	10	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8842	1	438	519	372	211	472	85	75	76	0	355	307	75	0	6	0	524	0	107	145	18	13	3	12	3	97	56	0	0	4	1	0	0	150	0	0	208	56	2	24	0	78	0	3	0	0	0	6	0	19	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	3	0	4	0	0	0	0	1	29	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	1178	214	405	116	1	27	161	335	180	0	338	72	18	0	3	0	15	0	156	29	16	36	6	44	33	0	4	0	0	1	4	0	0	45	0	0	0	3	0	1	0	0	0	18	0	99	0	3	0	0	0	2	4	0	0	36	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2264	15	268	98	129	162	2141	122	200	81	1	392	22	45	0	1	0	9	2	122	4	20	19	0	26	19	120	6	51	0	5	6	9	0	75	120	0	0	125	1	4	0	142	0	1	1	0	0	0	4	4	0	1	4	0	0	8	0	9	2	1	0	0	0	0	0	1	0	0	3	0	0	2	0	0	39	0	0	0	0	0	12	0	36	0	5	0	0	0	0	0	0	0	0	9	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3082	0	21	37	4	0	0	23	11	20	0	4	7	1	11	13	0	6	0	6	2	20	2	0	1	0	10	0	0	0	0	1	0	0	1	0	0	0	4	0	14	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6268	702	257	282	30	1835	2	178	12	136	0	22	46	16	8	40	0	409	232	12	2	36	29	12	2	5	62	28	0	45	3	22	13	0	7	1008	9	0	5	1	1	0	0	0	0	0	3	0	4	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	149	206	23	0	0	135	69	966	2	40	1	51	0	171	0	0	0	44	1	224	250	76	0	10	0	0	0	324	3	155	483	207	0	0	13	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3193	1	179	67	65	1	0	13	14	24	0	5	99	264	0	10	0	0	267	3	1	27	3	1	1	38	9	1	0	1	1	51	6	3	0	0	47	0	2	3	4	0	0	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
744	74	911	1207	144	10	0	485	37	201	18	21	168	1997	1	323	1	1	1181	30	7	280	18	75	11	406	11	95	0	159	169	17	1	63	11	1	91	0	0	13	9	1	1	0	3	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	28	1	0	18	0	0	1	0	0	55	0	3	0	1	1	0	0	0	0	4	0	0	5	3	0	7	2	0	20	1	0	0	6	0	0	2	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4595	6411	790	300	405	123	0	225	21	140	0	8	59	20	0	4	0	468	0	24	0	56	38	29	1	8	27	7	0	0	1	8	1	0	34	2	0	0	0	56	1	0	0	0	9	0	4	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898	0	176	50	167	535	0	3	11	22	0	8	68	3	0	1	0	0	1	3	0	6	4	4	5	3	28	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	5233	552	277	186	42	110	69	59	61	0	74	38	5	0	4	0	17	0	22	9	18	28	1	17	22	11	10	3	0	0	1	1	0	68	92	0	0	4	1	2	0	23	0	62	0	10	0	1	0	0	0	0	22	0	0	1	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0	120	46	183	2168	0	1	14	6	0	29	125	37	0	27	0	0	0	6	0	1	1	0	0	3	13	3	0	0	0	0	0	0	0	0	62	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	71	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2411	1	9	25	9	20	78	3	119	2	0	29	2	5	0	0	0	0	0	7	24	2	2	0	4	1	3	1	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	4064	117	363	171	14	0	12	0	20	5	2	33	0	0	0	0	38	3	1	1	7	156	15	0	7	511	6	0	272	0	1	0	0	1	0	0	0	0	0	6	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	99	0	0	0	3	0	11	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0	796	47	485	0	14	257	220	43	0	9	121	16	5	26	104	1	10	7	35	15	79	0	21	25	1	53	3	0	19	6	10	1	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	21	1	0	0	24	0	0	0	3	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	4	1	0	31	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2476	1	40	8	71	3	0	3	0	9	0	2	33	5	0	2	0	0	0	1	2	8	4	41	0	0	10	0	0	0	1	1	0	0	0	0	0	0	4	0	1	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2402	0	3	51	0	3	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140	6	77	91	40	29	243	16	82	32	0	33	14	30	0	2	0	0	20	15	77	17	22	0	0	2	3	5	1	0	1	24	1	1	19	24	1	50	43	2	1	0	0	0	25	0	0	4	1	0	2	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	1	8	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12532	2	183	136	286	3	3021	41	112	20	1	77	36	69	0	12	0	0	0	40	207	14	14	0	4	12	37	2	0	0	3	1	2	0	0	0	4	0	12	1	16	1	0	1004	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	6	0	0	1	0	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	3	0	0	0	7	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2701	1	1093	779	764	1	0	296	8	279	0	24	130	199	1	182	0	0	14	16	0	153	5	36	124	242	19	24	0	2	6	9	0	0	0	0	1	0	3	30	10	0	0	0	14	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8487	3	873	612	553	144	80	210	487	222	2	439	236	203	0	76	0	83	9	51	50	103	28	13	81	182	19	45	0	0	3	4	1	0	20	0	0	0	41	53	48	0	82	0	0	0	0	0	25	0	0	0	1	19	0	0	16	0	1	2	0	13	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	3	0	1	5	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9823	0	665	3	14	5624	0	223	3	57	0	9	65	45	0	12	0	0	0	6	0	115	2	0	0	8	88	0	0	0	1	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	83	335	61	691	0	0	20	0	44	0	4	236	409	1	0	0	0	2	34	0	11	20	318	0	2	0	18	0	19	31	36	12	9	1	0	9	0	3	276	4	0	0	0	1	0	0	0	0	0	0	0	2	8	0	7	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	6	0	0	0	0	6	0	0	0	0	0	2	1	0	0	3	0	0	1	0	0	5	0	0	2	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5180	2	11	707	0	0	151	16	3	2	0	20	1	22	0	6	0	0	60	9	0	0	0	1	0	0	21	10	0	1	0	8	1	25	0	1	26	84	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	31	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
483	0	423	55	236	13	0	66	42	213	0	43	52	28	0	4	0	0	1	27	67	118	18	0	16	36	0	101	20	1	1	1	0	0	0	0	0	0	8	1	28	0	0	0	3	0	0	0	0	144	0	0	1	0	0	0	0	0	2	0	0	8	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743	5212	887	681	376	156	307	317	36	202	16	263	174	29	0	56	0	238	0	108	35	109	33	1	15	330	39	4	0	0	3	1	0	0	175	0	1	0	53	1	3	0	116	158	5	0	36	0	8	1	5	597	3	26	3	0	8	0	0	12	3	6	0	0	0	11	0	0	1	7	0	0	2	0	13	4	0	0	18	0	5	7	1	17	0	1	6	0	0	0	0	1	0	0	22	0	5	2	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	4	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
10707	22	67	395	0	167	762	44	25	6	0	42	4	39	16	22	0	0	4	13	5	27	10	0	0	0	32	14	88	17	0	0	0	0	0	2	0	90	0	0	7	0	0	0	1	21	2	0	4	0	0	0	11	0	18	0	0	0	8	0	0	3	0	0	0	0	4	0	0	6	0	38	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
18	1002	71	173	57	5	16	14	4	23	1029	23	5	176	0	0	712	6	8	21	9	20	4	9	185	7	1	0	0	6	5	0	0	0	4	2	0	26	0	0	2	0	3	0	0	0	3	0	2	0	0	0	0	74	0	0	7	0	1	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	3	1	0	0	0	5	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16063	2	164	321	10	0	889	859	6	165	0	26	31	48	0	51	0	3	0	46	76	192	11	0	1	2	12	159	553	3	2	4	2	0	0	0	0	0	10	0	27	0	0	0	0	0	0	0	15	0	7	0	23	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	2	367	201	346	14	12	272	656	166	0	77	48	60	21	3	0	0	0	150	108	20	51	30	40	46	3	14	2	3	2	14	5	0	14	0	14	0	5	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	13	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	1095	1	651	0	0	181	54	92	14	81	39	0	0	90	0	0	0	8	2	12	3	0	0	78	0	166	0	0	182	0	0	0	0	0	0	0	1	0	5	0	0	0	20	0	0	0	5	0	72	0	0	0	0	0	0	0	0	0	0	31	1	0	0	0	0	1	0	1	38	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14198	1	753	623	267	89	0	161	346	89	0	144	62	47	0	0	194	31	0	37	14	39	26	11	14	39	12	21	0	1	4	4	1	0	99	1	0	0	9	19	5	0	0	0	1	0	2	0	4	0	3	0	0	2	18	0	2	0	5	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12497	2	852	1281	237	584	347	212	61	113	0	50	411	18	0	5	0	355	0	47	42	52	7	2	5	8	75	43	0	1	5	0	0	0	216	0	0	81	13	0	10	0	45	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	3	0	41	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
1199	6930	212	170	117	14	7	30	324	372	0	76	28	33	0	2	0	0	1	46	3	15	1	11	2	26	226	0	0	2	5	0	0	0	4	0	0	0	26	0	1	0	68	0	3	1	49	0	2	0	0	0	1	1	181	0	1	0	0	0	0	1	0	1	4	0	4	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2083	2	30	154	10	41	95	5	12	19	0	19	8	11	3	2	0	0	0	59	8	13	2	0	0	3	4	5	18	0	0	0	0	0	0	0	0	0	33	0	21	0	0	0	0	1	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
