"feature","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","i.baseMean","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","visit","SE_Intercept","SE_visit","WaldStatistic_Intercept","WaldStatistic_visit","WaldPvalue_Intercept","WaldPvalue_visit","betaConv","betaIter","deviance","maxCooks","replace"
"Bacteroides",6599.36842408014,-0.252521029273523,0.237478078066253,-1.06334458881326,0.287625711406303,0.525229559959336,6599.36842408014,145915388.964194,FALSE,2.29408988747896,15,2.30323453648997,2.29440407551348,6,FALSE,2.29440407551348,13.2313408171856,-0.252521029273523,0.598113008146426,0.237478078066253,22.1218074794761,-1.06334458881326,1.94958910561879e-108,0.287625711406303,TRUE,8,1270.85542389564,NA,FALSE
"Clostridium_XVIII",16.6679856870395,-0.219836842393251,0.225701390766413,-0.974016339229245,0.330048426516888,0.56339238769905,16.6679856870395,894.259036056136,FALSE,1.92886669529317,13,6.41637792083449,1.98968146229243,8,FALSE,1.98968146229243,4.55676993596943,-0.219836842393251,0.569873355829665,0.225701390766413,7.99610981870758,-0.974016339229245,1.28411857806942e-15,0.330048426516888,TRUE,6,502.690948820862,NA,FALSE
"Bifidobacterium",7.86823332531771,0.300124659461199,0.318105746640055,0.943474497494059,0.345438253735093,0.56339238769905,7.86823332531771,232.415239238645,FALSE,3.8310353488447,11,8.34378680807875,3.93286398181979,11,FALSE,3.93286398181979,2.27671768137236,0.300124659461199,0.808544787285591,0.318105746640055,2.8158213585368,0.943474497494059,0.00486527115684965,0.345438253735093,TRUE,13,368.724240341101,NA,FALSE
"Blautia",86.1542550701884,-0.177856557612466,0.19312805299098,-0.920925545812719,0.357089300276077,0.56339238769905,86.1542550701884,22431.7829746216,FALSE,1.48568532824789,12,2.34044113364892,1.50079531111264,10,FALSE,1.50079531111264,6.82237610460656,-0.177856557612466,0.486860405606568,0.19312805299098,14.0130025486602,-0.920925545812719,1.29799083758642e-44,0.357089300276077,TRUE,6,725.761669265004,NA,FALSE
"Parabacteroides",128.09324761385,0.320912940361617,0.360378686090089,0.890488124709445,0.373203842101396,0.56339238769905,128.09324761385,80209.9508466751,FALSE,5.37821507922658,14,2.18980767961297,5.27118918295658,12,FALSE,5.27118918295658,6.23493921116267,0.320912940361617,0.908149610864208,0.360378686090089,6.86554190694352,0.890488124709445,6.62393154434381e-12,0.373203842101396,TRUE,33,616.437108352272,NA,TRUE
"Sutterella",40.8569686766666,-0.516584592587501,0.583101768885014,-0.885925270944204,0.37565779744491,0.56339238769905,40.8569686766666,9145.55427732579,FALSE,14.5796761428508,7,4.01979285154592,13.7939911245778,11,FALSE,13.7939911245778,6.42125257951682,-0.516584592587501,1.4684810566187,0.583101768885014,4.3727173398493,-0.885925270944204,1.22709556179535e-05,0.37565779744491,TRUE,100,343.311264796137,NA,TRUE
"Ruminococcus",30.8528219086207,0.201975966470474,0.234469748819325,0.861415886217842,0.389009029601725,0.56339238769905,30.8528219086207,3054.6717644702,FALSE,2.14740868480061,10,4.72724725197355,2.18838840341337,9,FALSE,2.18838840341337,4.48592157118189,0.201975966470474,0.592973874276137,0.234469748819325,7.56512515270256,0.861415886217842,3.87491350340071e-14,0.389009029601725,TRUE,9,574.419108804629,NA,TRUE
"Faecalibacterium",227.992006290157,0.126101064634299,0.190409301150379,0.662263155594003,0.507802585276041,0.710923619386457,227.992006290157,64545.4614024826,FALSE,1.44289625556599,12,3.30990332792116,1.46848565237034,12,FALSE,1.46848565237034,7.54010406197373,0.126101064634299,0.479945935594011,0.190409301150379,15.7103196480696,0.662263155594003,1.28529446942359e-55,0.507802585276041,TRUE,5,856.205032278826,NA,FALSE
"Barnesiella",2.83178453664278,0.413860960890265,0.675733297876967,0.612461990833576,0.540232138236566,0.730970241813695,2.83178453664278,145.357166521621,FALSE,18.8877766205176,10,11.1800457556321,18.1001816178324,10,FALSE,18.1001816178324,0.519442702947989,0.413860960890265,1.71089187913971,0.675733297876967,0.303609310022081,0.612461990833576,0.761425557842919,0.540232138236566,TRUE,13,149.393292574011,NA,TRUE
"Paraprevotella",2.08243665197925,0.443438479697138,0.754907089745293,0.587408021094033,0.55692970804853,0.730970241813695,2.08243665197925,77.5176785955511,FALSE,24.282498298825,7,11.977039425334,22.5892372571494,7,FALSE,22.5892372571494,0.0356766757840699,0.443438479697138,1.9111770721145,0.754907089745293,0.0186673837315334,0.587408021094033,0.98510644773076,0.55692970804853,TRUE,9,130.145025880936,NA,TRUE
"Erysipelotrichaceae_incertae_sedis",19.9369551291232,-0.106838443744214,0.233239551213798,-0.458063150903086,0.646907071801331,0.784528847535649,19.9369551291232,957.164204288246,FALSE,2.08713938979981,8,5.78084597200206,2.1416101210229,9,FALSE,2.1416101210229,4.51898196810845,-0.106838443744214,0.58934169564811,0.233239551213798,7.66784702572052,-0.458063150903086,1.74907308198983e-14,0.646907071801331,TRUE,8,517.685736689151,NA,TRUE
"Unclassified_Clostridiales",66.3145143711717,-0.0756225957014478,0.168004050457014,-0.450123645803389,0.652621287764515,0.784528847535649,66.3145143711717,7353.62378590717,FALSE,1.10354123707194,12,2.79173654442485,1.12699345649782,10,FALSE,1.12699345649782,6.22630914882141,-0.0756225957014478,0.424029808949698,0.168004050457014,14.6836590669031,-0.450123645803389,8.2041140303482e-49,0.652621287764515,TRUE,5,697.768219924977,NA,FALSE
"Megamonas",4.09057286720687,-0.57733520876858,1.28718501537337,-0.44852542709341,0.653774039613041,0.784528847535649,4.09057286720687,595.592961919054,FALSE,67,9,9.90109192011876,67,9,FALSE,67,3.18416860778969,-0.57733520876858,3.24074779944515,1.28718501537337,0.98254131603047,-0.44852542709341,0.325833238964675,0.653774039613041,TRUE,12,72.9168555489579,NA,TRUE
"Phascolarctobacterium",7.97074862599257,0.236518027194355,0.610439167981624,0.387455523170943,0.698419005818578,0.811966469636504,7.97074862599257,358.188918013208,FALSE,15.5642889611321,9,8.31373442815168,14.9719298307446,9,FALSE,14.9719298307446,2.44868224682073,0.236518027194355,1.54127169377773,0.610439167981624,1.5887414637577,0.387455523170943,0.112118773647431,0.698419005818578,TRUE,34,245.168819823042,NA,TRUE
"Clostridium_XI",62.2228146751769,0.0902783870048566,0.247512810893788,0.364742280122206,0.715303794679778,0.811966469636504,62.2228146751769,15381.2529510235,FALSE,2.45959930748031,12,2.93479177822218,2.4687741682477,9,FALSE,2.4687741682477,5.75579880490801,0.0902783870048566,0.624367951519703,0.247512810893788,9.21860065190481,0.364742280122206,3.01002608875755e-20,0.715303794679778,TRUE,10,652.184582125154,NA,FALSE
"Unclassified_Firmicutes",20.8741731105108,0.0368865902507724,0.214354785077058,0.172081953932179,0.863373099802314,0.936829159442156,20.8741731105108,1433.81065994679,FALSE,1.75311218111445,13,5.63068110526295,1.80297167067265,9,FALSE,1.80297167067265,4.31314448760492,0.0368865902507724,0.542604226158924,0.214354785077058,7.94896957979393,0.172081953932179,1.88069222910772e-15,0.863373099802314,TRUE,9,536.144630843224,NA,FALSE
"Clostridium_sensu_stricto",14.7757756950168,0.0650081228167509,0.396949478376004,0.163769261223649,0.869912790910573,0.936829159442156,14.7757756950168,999.921714412148,FALSE,6.29315137600779,13,6.89120446521215,6.31220520108694,10,FALSE,6.31220520108694,3.73679935096531,0.0650081228167509,1.00216021718738,0.396949478376004,3.72874445311035,0.163769261223649,0.000192436176717914,0.869912790910573,TRUE,15,381.754516277437,NA,FALSE
"Clostridium_XlVa",34.8200657922459,0.0120282949533165,0.18011651103214,0.0667806348479077,0.946756340141892,0.983473368510382,34.8200657922459,1846.93049303283,FALSE,1.24243476506761,12,4.44171540858662,1.27976046737465,10,FALSE,1.27976046737465,5.10326884879772,0.0120282949533165,0.455525201177199,0.18011651103214,11.2030439492909,0.0667806348479077,3.93959982020113e-29,0.946756340141892,TRUE,5,612.106363378127,NA,FALSE
"Dorea",16.8521784182612,0.00942220805555301,0.229243351818187,0.0411013361165028,0.967215109438346,0.983473368510382,16.8521784182612,838.686311442018,FALSE,1.99663756803265,13,6.37569769830306,2.05706865918332,8,FALSE,2.05706865918332,4.07816406729876,0.00942220805555301,0.580298378213368,0.229243351818187,7.02770198988781,0.0411013361165028,2.09962733967169e-12,0.967215109438346,TRUE,7,504.240497186057,NA,FALSE
"Odoribacter",3.45897083862932,0.0163224542322227,0.787970792391976,0.0207145422010809,0.983473368510382,0.983473368510382,3.45897083862932,141.4874943731,FALSE,27.3590423377903,8,10.4858901780945,24.8900427121766,8,FALSE,24.8900427121766,1.78855674737485,0.0163224542322227,1.98797068632932,0.787970792391976,0.899689698482085,0.0207145422010809,0.368285407065395,0.983473368510382,TRUE,16,155.901754208142,NA,TRUE
