".record.id","Sample.type","visit","feature","Abundance"
"SM60","patient",3,"Bacteroides.Otu0001",0.244724302246426
"SM62","patient",1,"Bacteroides.Otu0001",0.53472501003613
"SM63","control",1,"Bacteroides.Otu0001",0.0864864864864865
"SM64","patient",2,"Bacteroides.Otu0001",0.350796125153101
"SM65","patient",3,"Bacteroides.Otu0001",0.0809177084764391
"SM66","control",1,"Bacteroides.Otu0001",0.158461538461538
"SM67","patient",4,"Bacteroides.Otu0001",0.218634197988354
"SM68","patient",4,"Bacteroides.Otu0001",0
"SM69","patient",4,"Bacteroides.Otu0001",0.165526888405347
"SM7","control",1,"Bacteroides.Otu0001",0.0431338028169014
"SM70","control",1,"Bacteroides.Otu0001",0.0156689091373584
"SM71","patient",3,"Bacteroides.Otu0001",0.278809244026635
"SM72","control",1,"Bacteroides.Otu0001",0.00132275132275132
"SM73","patient",1,"Bacteroides.Otu0001",0.189077326872602
"SM74","control",2,"Bacteroides.Otu0001",0.0556464811783961
"SM75","patient",3,"Bacteroides.Otu0001",0
"SM76","control",1,"Bacteroides.Otu0001",0.0275066038819341
"SM77","patient",2,"Bacteroides.Otu0001",0.203390785175172
"SM79","patient",2,"Bacteroides.Otu0001",0.0264239577216676
"SM8","patient",1,"Bacteroides.Otu0001",0.0526510938079347
"SM81","control",1,"Bacteroides.Otu0001",0
"SM82","patient",4,"Bacteroides.Otu0001",0.0105192342975965
"SM83","patient",1,"Bacteroides.Otu0001",0
"SM84","patient",1,"Bacteroides.Otu0001",0.124733061541448
"SM86","patient",2,"Bacteroides.Otu0001",0
"SM87","patient",1,"Bacteroides.Otu0001",0.194063926940639
"SM88","patient",2,"Bacteroides.Otu0001",0.0230179028132992
"SM89","control",1,"Bacteroides.Otu0001",0
"SM9","patient",2,"Bacteroides.Otu0001",0.034965034965035
"SM90","patient",2,"Bacteroides.Otu0001",0.0371287128712871
"SM91","patient",3,"Bacteroides.Otu0001",0.125405485107638
"SM92","patient",3,"Bacteroides.Otu0001",0
"SM93","patient",1,"Bacteroides.Otu0001",0.311995696611081
"SM95","control",1,"Bacteroides.Otu0001",0.149232416993931
"SM96","patient",1,"Bacteroides.Otu0001",0
"SM98","patient",3,"Bacteroides.Otu0001",0.0364762560220234
"SM99","patient",3,"Bacteroides.Otu0001",0.0430491140444762
"SM1","patient",1,"Bacteroides.Otu2520",0.100268421508356
"SM10","patient",3,"Bacteroides.Otu2520",0
"SM100","patient",4,"Bacteroides.Otu2520",0
"SM11","patient",2,"Bacteroides.Otu2520",0.134358340415669
"SM12","patient",1,"Bacteroides.Otu2520",0.150362960339943
"SM13","patient",1,"Bacteroides.Otu2520",0.0147321428571429
"SM14","patient",1,"Bacteroides.Otu2520",0.000378644452858766
"SM15","control",1,"Bacteroides.Otu2520",0.175642205081028
"SM16","patient",4,"Bacteroides.Otu2520",0
"SM17","patient",1,"Bacteroides.Otu2520",0.0186181216383947
"SM18","patient",2,"Bacteroides.Otu2520",0.010743662917576
"SM19","patient",2,"Bacteroides.Otu2520",0.000925497454881999
"SM2","patient",1,"Bacteroides.Otu2520",0.163784018349761
"SM20","control",1,"Bacteroides.Otu2520",0.24174053182917
"SM21","patient",1,"Bacteroides.Otu2520",0.00454010425424584
"SM22","patient",1,"Bacteroides.Otu2520",0.0261036468330134
"SM23","patient",2,"Bacteroides.Otu2520",0
"SM24","patient",1,"Bacteroides.Otu2520",0.00553054662379421
"SM25","patient",4,"Bacteroides.Otu2520",0.305324459234609
"SM26","control",1,"Bacteroides.Otu2520",0.0437810259238831
"SM28","control",1,"Bacteroides.Otu2520",0
"SM29","patient",3,"Bacteroides.Otu2520",0
"SM3","patient",2,"Bacteroides.Otu2520",0.000565674850096165
"SM30","patient",4,"Bacteroides.Otu2520",0.00032499187520312
"SM31","control",2,"Bacteroides.Otu2520",0.0117313915857605
"SM33","patient",1,"Bacteroides.Otu2520",0.0712037765538946
"SM35","control",1,"Bacteroides.Otu2520",0.132984769265742
"SM36","patient",4,"Bacteroides.Otu2520",0
"SM37","control",1,"Bacteroides.Otu2520",0.0315838365071993
"SM38","patient",2,"Bacteroides.Otu2520",0.096958174904943
"SM39","patient",1,"Bacteroides.Otu2520",0.00862016633278698
"SM40","patient",4,"Bacteroides.Otu2520",0.0591989640181297
"SM41","patient",1,"Bacteroides.Otu2520",0.143961352657005
"SM42","patient",4,"Bacteroides.Otu2520",0.000166458593424886
"SM43","patient",4,"Bacteroides.Otu2520",0.039570757880617
"SM44","control",1,"Bacteroides.Otu2520",0.00136948781155848
"SM45","patient",2,"Bacteroides.Otu2520",0
"SM48","control",1,"Bacteroides.Otu2520",0.0195065978198508
"SM49","patient",1,"Bacteroides.Otu2520",0.171540548688574
"SM5","patient",3,"Bacteroides.Otu2520",0
"SM50","patient",3,"Bacteroides.Otu2520",0
"SM51","patient",4,"Bacteroides.Otu2520",0.0336828016952933
"SM52","patient",1,"Bacteroides.Otu2520",0.000217888658895305
"SM53","patient",2,"Bacteroides.Otu2520",7.1921749136939e-05
"SM54","patient",3,"Bacteroides.Otu2520",0.242603550295858
"SM55","control",1,"Bacteroides.Otu2520",0.00128932439401753
"SM56","patient",2,"Bacteroides.Otu2520",0.00946475195822454
"SM57","patient",1,"Bacteroides.Otu2520",0
"SM58","patient",2,"Bacteroides.Otu2520",0.000323939099449304
"SM59","patient",3,"Bacteroides.Otu2520",0.00299625468164794
"SM60","patient",3,"Bacteroides.Otu2520",0.0554799183117767
"SM62","patient",1,"Bacteroides.Otu2520",0.0152549177037334
"SM63","control",1,"Bacteroides.Otu2520",0.0432432432432432
"SM64","patient",2,"Bacteroides.Otu2520",0.00929740563411647
"SM65","patient",3,"Bacteroides.Otu2520",0
"SM66","control",1,"Bacteroides.Otu2520",0.0928205128205128
"SM67","patient",4,"Bacteroides.Otu2520",0
"SM68","patient",4,"Bacteroides.Otu2520",0
"SM69","patient",4,"Bacteroides.Otu2520",0.0119676717438607
"SM7","control",1,"Bacteroides.Otu2520",0
"SM70","control",1,"Bacteroides.Otu2520",0.00596099804138636
"SM71","patient",3,"Bacteroides.Otu2520",0.0216216216216216
"SM72","control",1,"Bacteroides.Otu2520",0
"SM73","patient",1,"Bacteroides.Otu2520",0.000504744599232788
"SM74","control",2,"Bacteroides.Otu2520",0
"SM75","patient",3,"Bacteroides.Otu2520",0.00203735144312394
"SM76","control",1,"Bacteroides.Otu2520",0.0108533363960032
"SM77","patient",2,"Bacteroides.Otu2520",0.0835867973414442
"SM79","patient",2,"Bacteroides.Otu2520",0.0157565081229203
"SM8","patient",1,"Bacteroides.Otu2520",0
"SM81","control",1,"Bacteroides.Otu2520",0
"SM82","patient",4,"Bacteroides.Otu2520",0.356797749373127
"SM83","patient",1,"Bacteroides.Otu2520",0
"SM84","patient",1,"Bacteroides.Otu2520",0.0029120559114735
"SM86","patient",2,"Bacteroides.Otu2520",0
"SM87","patient",1,"Bacteroides.Otu2520",0.045662100456621
"SM88","patient",2,"Bacteroides.Otu2520",0.160443307757886
"SM89","control",1,"Bacteroides.Otu2520",0
"SM9","patient",2,"Bacteroides.Otu2520",0.0563554092965858
"SM90","patient",2,"Bacteroides.Otu2520",0.0255775577557756
"SM91","patient",3,"Bacteroides.Otu2520",0.0856679445591271
"SM92","patient",3,"Bacteroides.Otu2520",0.00950394065832174
"SM93","patient",1,"Bacteroides.Otu2520",0.000403442711135019
"SM95","control",1,"Bacteroides.Otu2520",0.0674759014637629
"SM96","patient",1,"Bacteroides.Otu2520",0.460153460457343
"SM98","patient",3,"Bacteroides.Otu2520",0.000983187493855078
"SM99","patient",3,"Bacteroides.Otu2520",0.000475680818171007
"SM1","patient",1,"Faecalibacterium.Otu0067",0.00614771841717898
"SM10","patient",3,"Faecalibacterium.Otu0067",0.10505671578501
"SM100","patient",4,"Faecalibacterium.Otu0067",0.0619952311360665
"SM11","patient",2,"Faecalibacterium.Otu0067",0.0189291508923743
"SM12","patient",1,"Faecalibacterium.Otu0067",0.00447060906515581
"SM13","patient",1,"Faecalibacterium.Otu0067",0.000892857142857143
"SM14","patient",1,"Faecalibacterium.Otu0067",0.0401363120030292
"SM15","control",1,"Faecalibacterium.Otu0067",0.0204514896327224
"SM16","patient",4,"Faecalibacterium.Otu0067",0.123659408514787
"SM17","patient",1,"Faecalibacterium.Otu0067",0.000413736036408771
"SM18","patient",2,"Faecalibacterium.Otu0067",0.00302165519556824
"SM19","patient",2,"Faecalibacterium.Otu0067",0.291994447015271
"SM2","patient",1,"Faecalibacterium.Otu0067",0.000991878990763127
"SM20","control",1,"Faecalibacterium.Otu0067",0.0008058017727639
"SM21","patient",1,"Faecalibacterium.Otu0067",0.0109298806120733
"SM22","patient",1,"Faecalibacterium.Otu0067",0.00460652591170825
"SM23","patient",2,"Faecalibacterium.Otu0067",0
"SM24","patient",1,"Faecalibacterium.Otu0067",0.0183922829581994
"SM25","patient",4,"Faecalibacterium.Otu0067",0.0640599001663893
"SM26","control",1,"Faecalibacterium.Otu0067",0.00620518477661335
"SM28","control",1,"Faecalibacterium.Otu0067",0.130695443645084
"SM29","patient",3,"Faecalibacterium.Otu0067",0.00334168755221387
"SM3","patient",2,"Faecalibacterium.Otu0067",0.00373345401063469
"SM30","patient",4,"Faecalibacterium.Otu0067",0.0120246993825154
"SM31","control",2,"Faecalibacterium.Otu0067",0.00242718446601942
"SM33","patient",1,"Faecalibacterium.Otu0067",0
"SM35","control",1,"Faecalibacterium.Otu0067",0.0138667879063424
"SM36","patient",4,"Faecalibacterium.Otu0067",0.203733504988735
"SM37","control",1,"Faecalibacterium.Otu0067",0.0311193683232699
"SM38","patient",2,"Faecalibacterium.Otu0067",0.00159284760045216
"SM39","patient",1,"Faecalibacterium.Otu0067",0.00267103745522977
"SM40","patient",4,"Faecalibacterium.Otu0067",0.00342244010729812
"SM41","patient",1,"Faecalibacterium.Otu0067",0.0151368760064412
"SM42","patient",4,"Faecalibacterium.Otu0067",0.0267166042446941
"SM43","patient",4,"Faecalibacterium.Otu0067",0.0322676801550041
"SM44","control",1,"Faecalibacterium.Otu0067",0.0750479320734045
"SM45","patient",2,"Faecalibacterium.Otu0067",0
"SM48","control",1,"Faecalibacterium.Otu0067",0.00774526678141136
"SM49","patient",1,"Faecalibacterium.Otu0067",0.0066324992463069
"SM5","patient",3,"Faecalibacterium.Otu0067",0.0146635022885235
"SM50","patient",3,"Faecalibacterium.Otu0067",0.0499605574546411
"SM51","patient",4,"Faecalibacterium.Otu0067",0.0100379210350212
"SM52","patient",1,"Faecalibacterium.Otu0067",0.0829066347096634
"SM53","patient",2,"Faecalibacterium.Otu0067",0.0146001150747986
"SM54","patient",3,"Faecalibacterium.Otu0067",0.0121630506245891
"SM55","control",1,"Faecalibacterium.Otu0067",0.0206291903042806
"SM56","patient",2,"Faecalibacterium.Otu0067",0.00946475195822454
"SM57","patient",1,"Faecalibacterium.Otu0067",0.00647948164146868
"SM58","patient",2,"Faecalibacterium.Otu0067",0.0351473922902494
"SM59","patient",3,"Faecalibacterium.Otu0067",0.00674157303370787
"SM60","patient",3,"Faecalibacterium.Otu0067",0.000340367597004765
"SM62","patient",1,"Faecalibacterium.Otu0067",0.0180650341228422
"SM63","control",1,"Faecalibacterium.Otu0067",0.0301801801801802
"SM64","patient",2,"Faecalibacterium.Otu0067",0.00523327023716735
"SM65","patient",3,"Faecalibacterium.Otu0067",0.0566011814809727
"SM66","control",1,"Faecalibacterium.Otu0067",0.0272527472527473
"SM67","patient",4,"Faecalibacterium.Otu0067",5.88200694076819e-05
"SM68","patient",4,"Faecalibacterium.Otu0067",0.0124649423496416
"SM69","patient",4,"Faecalibacterium.Otu0067",0.0806652160397886
"SM7","control",1,"Faecalibacterium.Otu0067",0.019806338028169
"SM70","control",1,"Faecalibacterium.Otu0067",0.0349144170995487
"SM71","patient",3,"Faecalibacterium.Otu0067",0.0205248726987857
"SM72","control",1,"Faecalibacterium.Otu0067",0.0322751322751323
"SM73","patient",1,"Faecalibacterium.Otu0067",0.0116596002422774
"SM74","control",2,"Faecalibacterium.Otu0067",0.0402618657937807
"SM75","patient",3,"Faecalibacterium.Otu0067",0
"SM76","control",1,"Faecalibacterium.Otu0067",0.0206155966463765
"SM77","patient",2,"Faecalibacterium.Otu0067",0.0555367804438436
"SM79","patient",2,"Faecalibacterium.Otu0067",0.0085143863769818
"SM8","patient",1,"Faecalibacterium.Otu0067",0.0418984056358917
"SM81","control",1,"Faecalibacterium.Otu0067",0
"SM82","patient",4,"Faecalibacterium.Otu0067",0.00513730047091921
"SM83","patient",1,"Faecalibacterium.Otu0067",0.0159253157605711
"SM84","patient",1,"Faecalibacterium.Otu0067",0.0289264220539701
"SM86","patient",2,"Faecalibacterium.Otu0067",0.282966180577102
"SM87","patient",1,"Faecalibacterium.Otu0067",0.0331050228310502
"SM88","patient",2,"Faecalibacterium.Otu0067",0.00281329923273657
"SM89","control",1,"Faecalibacterium.Otu0067",0.00423056583818086
"SM9","patient",2,"Faecalibacterium.Otu0067",0.0308515014397367
"SM90","patient",2,"Faecalibacterium.Otu0067",0.0127887788778878
"SM91","patient",3,"Faecalibacterium.Otu0067",0.0228546151577706
"SM92","patient",3,"Faecalibacterium.Otu0067",0.00556328233657858
"SM93","patient",1,"Faecalibacterium.Otu0067",0.0220548682087144
"SM95","control",1,"Faecalibacterium.Otu0067",0.0203498750446269
"SM96","patient",1,"Faecalibacterium.Otu0067",0.0341867355466079
"SM98","patient",3,"Faecalibacterium.Otu0067",0.00678399370760004
"SM99","patient",3,"Faecalibacterium.Otu0067",0.0287786894993459
"SM1","patient",1,"Prevotella.Otu1987",0
"SM10","patient",3,"Prevotella.Otu1987",0
"SM100","patient",4,"Prevotella.Otu1987",7.69171602184447e-05
"SM11","patient",2,"Prevotella.Otu1987",3.86309201885189e-05
"SM12","patient",1,"Prevotella.Otu1987",0
"SM13","patient",1,"Prevotella.Otu1987",0
"SM14","patient",1,"Prevotella.Otu1987",0.00151457781143506
"SM15","control",1,"Prevotella.Otu1987",0
"SM16","patient",4,"Prevotella.Otu1987",0
"SM17","patient",1,"Prevotella.Otu1987",0
"SM18","patient",2,"Prevotella.Otu1987",0.000167869733087124
"SM19","patient",2,"Prevotella.Otu1987",0
"SM2","patient",1,"Prevotella.Otu1987",0
"SM20","control",1,"Prevotella.Otu1987",0
"SM21","patient",1,"Prevotella.Otu1987",0
"SM22","patient",1,"Prevotella.Otu1987",0
"SM23","patient",2,"Prevotella.Otu1987",0
"SM24","patient",1,"Prevotella.Otu1987",0.468038585209003
"SM25","patient",4,"Prevotella.Otu1987",0
"SM26","control",1,"Prevotella.Otu1987",0
"SM28","control",1,"Prevotella.Otu1987",0
"SM29","patient",3,"Prevotella.Otu1987",0
"SM3","patient",2,"Prevotella.Otu1987",0.00407285892069239
"SM30","patient",4,"Prevotella.Otu1987",0
"SM31","control",2,"Prevotella.Otu1987",0
"SM33","patient",1,"Prevotella.Otu1987",0
"SM35","control",1,"Prevotella.Otu1987",0
"SM36","patient",4,"Prevotella.Otu1987",0
"SM37","control",1,"Prevotella.Otu1987",0
"SM38","patient",2,"Prevotella.Otu1987",0
"SM39","patient",1,"Prevotella.Otu1987",0.106780792812481
"SM40","patient",4,"Prevotella.Otu1987",9.24983812783276e-05
"SM41","patient",1,"Prevotella.Otu1987",0
"SM42","patient",4,"Prevotella.Otu1987",0
"SM43","patient",4,"Prevotella.Otu1987",0
"SM44","control",1,"Prevotella.Otu1987",0.0723089564502876
"SM45","patient",2,"Prevotella.Otu1987",0
"SM48","control",1,"Prevotella.Otu1987",0
"SM49","patient",1,"Prevotella.Otu1987",0
"SM5","patient",3,"Prevotella.Otu1987",0.0216138328530259
"SM50","patient",3,"Prevotella.Otu1987",0
"SM51","patient",4,"Prevotella.Otu1987",0
"SM52","patient",1,"Prevotella.Otu1987",0.000653665976685913
"SM53","patient",2,"Prevotella.Otu1987",0.189082278481013
"SM54","patient",3,"Prevotella.Otu1987",0
"SM55","control",1,"Prevotella.Otu1987",0.293708096957194
"SM56","patient",2,"Prevotella.Otu1987",0
"SM57","patient",1,"Prevotella.Otu1987",0
"SM58","patient",2,"Prevotella.Otu1987",0.0699708454810496
"SM59","patient",3,"Prevotella.Otu1987",0
"SM60","patient",3,"Prevotella.Otu1987",0
"SM62","patient",1,"Prevotella.Otu1987",0
"SM63","control",1,"Prevotella.Otu1987",0
"SM64","patient",2,"Prevotella.Otu1987",5.56730876294399e-05
"SM65","patient",3,"Prevotella.Otu1987",0
"SM66","control",1,"Prevotella.Otu1987",7.32600732600733e-05
"SM67","patient",4,"Prevotella.Otu1987",0
"SM68","patient",4,"Prevotella.Otu1987",0
"SM69","patient",4,"Prevotella.Otu1987",0.000310848616723656
"SM7","control",1,"Prevotella.Otu1987",0
"SM70","control",1,"Prevotella.Otu1987",0.20088563399472
"SM71","patient",3,"Prevotella.Otu1987",0.000235017626321974
"SM72","control",1,"Prevotella.Otu1987",0.187301587301587
"SM73","patient",1,"Prevotella.Otu1987",0
"SM74","control",2,"Prevotella.Otu1987",0
"SM75","patient",3,"Prevotella.Otu1987",0
"SM76","control",1,"Prevotella.Otu1987",0
"SM77","patient",2,"Prevotella.Otu1987",5.63253351357441e-05
"SM79","patient",2,"Prevotella.Otu1987",0.279213153258955
"SM8","patient",1,"Prevotella.Otu1987",0
"SM81","control",1,"Prevotella.Otu1987",0
"SM82","patient",4,"Prevotella.Otu1987",6.11583389395144e-05
"SM83","patient",1,"Prevotella.Otu1987",0
"SM84","patient",1,"Prevotella.Otu1987",0.0997864492331586
"SM86","patient",2,"Prevotella.Otu1987",0
"SM87","patient",1,"Prevotella.Otu1987",0.0418569254185693
"SM88","patient",2,"Prevotella.Otu1987",0
"SM89","control",1,"Prevotella.Otu1987",0.331835007932311
"SM9","patient",2,"Prevotella.Otu1987",0
"SM90","patient",2,"Prevotella.Otu1987",0
"SM91","patient",3,"Prevotella.Otu1987",0
"SM92","patient",3,"Prevotella.Otu1987",0
"SM93","patient",1,"Prevotella.Otu1987",0
"SM95","control",1,"Prevotella.Otu1987",0
"SM96","patient",1,"Prevotella.Otu1987",0
"SM98","patient",3,"Prevotella.Otu1987",0.240536820371645
"SM99","patient",3,"Prevotella.Otu1987",0
"SM1","patient",1,"Bacteroides.Otu0848",0.00588795566715733
"SM10","patient",3,"Bacteroides.Otu0848",0
"SM100","patient",4,"Bacteroides.Otu0848",0.000153834320436889
"SM11","patient",2,"Bacteroides.Otu0848",0.0164181410801205
"SM12","patient",1,"Bacteroides.Otu0848",0.0111986543909348
"SM13","patient",1,"Bacteroides.Otu0848",0.00892857142857143
"SM14","patient",1,"Bacteroides.Otu0848",0.000378644452858766
"SM15","control",1,"Bacteroides.Otu0848",0.00120302880192485
"SM16","patient",4,"Bacteroides.Otu0848",0.00048748781280468
"SM17","patient",1,"Bacteroides.Otu0848",0.0368225072403806
"SM18","patient",2,"Bacteroides.Otu0848",0.000671478932348498
"SM19","patient",2,"Bacteroides.Otu0848",0.023600185099491
"SM2","patient",1,"Bacteroides.Otu0848",0.00874093360610006
"SM20","control",1,"Bacteroides.Otu0848",0.0013430029546065
"SM21","patient",1,"Bacteroides.Otu0848",0.00655792836724399
"SM22","patient",1,"Bacteroides.Otu0848",0
"SM23","patient",2,"Bacteroides.Otu0848",0
"SM24","patient",1,"Bacteroides.Otu0848",0.00295819935691318
"SM25","patient",4,"Bacteroides.Otu0848",0.000831946755407654
"SM26","control",1,"Bacteroides.Otu0848",0.00406784335355764
"SM28","control",1,"Bacteroides.Otu0848",0
"SM29","patient",3,"Bacteroides.Otu0848",0
"SM3","patient",2,"Bacteroides.Otu0848",0.0377870799864238
"SM30","patient",4,"Bacteroides.Otu0848",0.00227494312642184
"SM31","control",2,"Bacteroides.Otu0848",0.00849514563106796
"SM33","patient",1,"Bacteroides.Otu0848",0.00590086546026751
"SM35","control",1,"Bacteroides.Otu0848",0.00591043418958854
"SM36","patient",4,"Bacteroides.Otu0848",0
"SM37","control",1,"Bacteroides.Otu0848",0.0184239046291996
"SM38","patient",2,"Bacteroides.Otu0848",0.0778953858801767
"SM39","patient",1,"Bacteroides.Otu0848",0.00528136951374977
"SM40","patient",4,"Bacteroides.Otu0848",0.00138747571917491
"SM41","patient",1,"Bacteroides.Otu0848",0.0553945249597423
"SM42","patient",4,"Bacteroides.Otu0848",8.32292967124428e-05
"SM43","patient",4,"Bacteroides.Otu0848",0.200983679856919
"SM44","control",1,"Bacteroides.Otu0848",0
"SM45","patient",2,"Bacteroides.Otu0848",0
"SM48","control",1,"Bacteroides.Otu0848",0.0238095238095238
"SM49","patient",1,"Bacteroides.Otu0848",0.10823032861019
"SM5","patient",3,"Bacteroides.Otu0848",8.47601288353958e-05
"SM50","patient",3,"Bacteroides.Otu0848",0
"SM51","patient",4,"Bacteroides.Otu0848",0.0475128262324336
"SM52","patient",1,"Bacteroides.Otu0848",0
"SM53","patient",2,"Bacteroides.Otu0848",0
"SM54","patient",3,"Bacteroides.Otu0848",0.0141354372123603
"SM55","control",1,"Bacteroides.Otu0848",0.000773594636410521
"SM56","patient",2,"Bacteroides.Otu0848",0.000652741514360313
"SM57","patient",1,"Bacteroides.Otu0848",0
"SM58","patient",2,"Bacteroides.Otu0848",0.000809847748623259
"SM59","patient",3,"Bacteroides.Otu0848",0
"SM60","patient",3,"Bacteroides.Otu0848",0.244383934649421
"SM62","patient",1,"Bacteroides.Otu0848",0.0505820955439582
"SM63","control",1,"Bacteroides.Otu0848",0.00045045045045045
"SM64","patient",2,"Bacteroides.Otu0848",0.00205990424228928
"SM65","patient",3,"Bacteroides.Otu0848",0.118148097266108
"SM66","control",1,"Bacteroides.Otu0848",0.0813186813186813
"SM67","patient",4,"Bacteroides.Otu0848",0
"SM68","patient",4,"Bacteroides.Otu0848",0.0872545964474914
"SM69","patient",4,"Bacteroides.Otu0848",0.0631022691949021
"SM7","control",1,"Bacteroides.Otu0848",0
"SM70","control",1,"Bacteroides.Otu0848",0.00127735672315422
"SM71","patient",3,"Bacteroides.Otu0848",0.0177046611829221
"SM72","control",1,"Bacteroides.Otu0848",0
"SM73","patient",1,"Bacteroides.Otu0848",0.0019180294770846
"SM74","control",2,"Bacteroides.Otu0848",0
"SM75","patient",3,"Bacteroides.Otu0848",0
"SM76","control",1,"Bacteroides.Otu0848",0.00166532674859309
"SM77","patient",2,"Bacteroides.Otu0848",0.0644925087304269
"SM79","patient",2,"Bacteroides.Otu0848",0.00303386181248777
"SM8","patient",1,"Bacteroides.Otu0848",0.129403040415276
"SM81","control",1,"Bacteroides.Otu0848",0
"SM82","patient",4,"Bacteroides.Otu0848",0.0294783193688459
"SM83","patient",1,"Bacteroides.Otu0848",0.000274574409665019
"SM84","patient",1,"Bacteroides.Otu0848",0.00805668802174335
"SM86","patient",2,"Bacteroides.Otu0848",0
"SM87","patient",1,"Bacteroides.Otu0848",0.0175038051750381
"SM88","patient",2,"Bacteroides.Otu0848",0.00366581415174766
"SM89","control",1,"Bacteroides.Otu0848",0
"SM9","patient",2,"Bacteroides.Otu0848",0.00205676676264912
"SM90","patient",2,"Bacteroides.Otu0848",0.0181518151815182
"SM91","patient",3,"Bacteroides.Otu0848",0.0897227956355058
"SM92","patient",3,"Bacteroides.Otu0848",0.4849327770051
"SM93","patient",1,"Bacteroides.Otu0848",0.0473372781065089
"SM95","control",1,"Bacteroides.Otu0848",0.0514102106390575
"SM96","patient",1,"Bacteroides.Otu0848",0.00653346501557396
"SM98","patient",3,"Bacteroides.Otu0848",0.000393274997542031
"SM99","patient",3,"Bacteroides.Otu0848",0.0620763467713164
"SM1","patient",1,"Bacteroides.Otu2038",0.157849164429821
"SM10","patient",3,"Bacteroides.Otu2038",0
"SM100","patient",4,"Bacteroides.Otu2038",0
"SM11","patient",2,"Bacteroides.Otu2038",0.0216333153055706
"SM12","patient",1,"Bacteroides.Otu2038",0.0216448300283286
"SM13","patient",1,"Bacteroides.Otu2038",0.000446428571428571
"SM14","patient",1,"Bacteroides.Otu2038",0.000378644452858766
"SM15","control",1,"Bacteroides.Otu2038",0.0317741136508386
"SM16","patient",4,"Bacteroides.Otu2038",0.281442963925902
"SM17","patient",1,"Bacteroides.Otu2038",0.00744724865535788
"SM18","patient",2,"Bacteroides.Otu2038",0.000167869733087124
"SM19","patient",2,"Bacteroides.Otu2038",0.004164738546969
"SM2","patient",1,"Bacteroides.Otu2038",0.000557931932304259
"SM20","control",1,"Bacteroides.Otu2038",0.0016116035455278
"SM21","patient",1,"Bacteroides.Otu2038",0.00067260803766605
"SM22","patient",1,"Bacteroides.Otu2038",0.00345489443378119
