"feature","Sample.type.Drug.Before","visit","mean","sd","median","incidence"
"Clostridium_XlVa","patient TRUE .",3,0.0081121033774073,0.0109333930680801,0.00243047658088252,1
"Clostridium_XlVa","patient TRUE .",4,0.00603906031717387,0.00660402775185603,0.00602275262101271,0.857142857142857
"Unclassified_Firmicutes","1",1,0.00803613058151371,0.0109414304506678,0.00321014654709419,1
"Unclassified_Firmicutes","1",2,0.0125945449922934,0.00579742617422861,0.0125945449922934,1
"Unclassified_Firmicutes","patient FALSE .",1,0.00280150676809531,0.00400067957634637,0.00117188074435479,1
"Unclassified_Firmicutes","patient FALSE .",2,0.0110270680122676,0.0126587972797437,0.00786672836649699,0.714285714285714
"Unclassified_Firmicutes","patient FALSE .",3,0.0197452979066093,0.0247763648788449,0.0100559933881028,1
"Unclassified_Firmicutes","patient FALSE .",4,0.00788614826719023,0.00847948957895943,0.00457869902582445,1
"Unclassified_Firmicutes","patient TRUE .",1,0.00214176536461329,0.00298920399166046,0.000602954476936991,0.769230769230769
"Unclassified_Firmicutes","patient TRUE .",2,0.00160614461711869,0.00207365085430417,0.000586850286381184,0.8
"Unclassified_Firmicutes","patient TRUE .",3,0.00150923147868721,0.00127062064598318,0.0010629473035616,1
"Unclassified_Firmicutes","patient TRUE .",4,0.000957038740147683,0.0012571294942581,0.000669194735668079,0.857142857142857
"Haemophilus","1",1,0.000873914820537577,0.00122538751815632,0.000292169871783687,0.666666666666667
"Haemophilus","1",2,0.00490998363338789,0.00694376544536708,0.00490998363338789,0.5
"Haemophilus","patient FALSE .",1,0.00108892521142151,0.00253236052561876,0,0.4
"Haemophilus","patient FALSE .",2,0.00199200540697536,0.00236638060388254,0.00165016501650165,0.714285714285714
"Haemophilus","patient FALSE .",3,0.0119663673180032,0.0210945211221732,0,0.333333333333333
"Haemophilus","patient FALSE .",4,0.0183216386299436,0.0396679650754628,0.00170843180401866,0.833333333333333
"Haemophilus","patient TRUE .",1,0.000134074560842354,0.000238347689308495,0,0.307692307692308
"Haemophilus","patient TRUE .",2,0.000864111011809385,0.00178546413379272,4.26257459505541e-05,0.5
"Haemophilus","patient TRUE .",3,0.00323716593696993,0.00477928951651463,0.00116602296893611,0.625
"Haemophilus","patient TRUE .",4,0.0250101028721691,0.0654987731334217,0.00022306491188936,0.714285714285714
"Bifidobacterium","1",1,0.0156490880875175,0.0449947082068143,0.00159224523304688,0.777777777777778
"Bifidobacterium","1",2,0.00674891021668547,0.00897230749463728,0.00674891021668547,1
"Bifidobacterium","patient FALSE .",1,0.00155218563243961,0.00321110917232119,0.000198504707771396,0.7
"Bifidobacterium","patient FALSE .",2,0.000335643890846218,0.000609149745165479,0,0.428571428571429
"Bifidobacterium","patient FALSE .",3,0.00138327440786373,0.00317727625470035,9.83187493855078e-05,0.5
"Bifidobacterium","patient FALSE .",4,0.00176676456539163,0.00391935107106908,9.24983812783276e-05,0.5
"Bifidobacterium","patient TRUE .",1,0.00197422544060565,0.00571522761466734,0.000301477238468496,0.615384615384615
"Bifidobacterium","patient TRUE .",2,0.000966314370559263,0.00241756277167227,6.16519648983431e-05,0.6
"Bifidobacterium","patient TRUE .",3,0.00537670126588509,0.00878203516094964,0.000906587873740064,0.625
"Bifidobacterium","patient TRUE .",4,0.0037100978591786,0.00600436909217598,0.000519845880985872,0.714285714285714
"Dorea","1",1,0.0080597885901255,0.0090248636754444,0.00497608092389299,0.944444444444444
"Dorea","1",2,0.0113716836423922,0.00521222479837175,0.0113716836423922,1
"Dorea","patient FALSE .",1,0.00799014521932176,0.0133020554287274,0.0042050682502103,1
"Dorea","patient FALSE .",2,0.00232985368429764,0.00258242217633973,0.00113378684807256,0.714285714285714
"Dorea","patient FALSE .",3,0.00720580419825438,0.00994286315765978,0.00269121400336135,1
"Dorea","patient FALSE .",4,0.00425702952877598,0.00817355800559841,0.00100491252158075,1
"Dorea","patient TRUE .",1,0.00256095692914233,0.00480440876651577,0.000359971202303816,0.538461538461538
"Dorea","patient TRUE .",2,0.000839730203507027,0.000815763827991369,0.000621725522324396,0.9
"Dorea","patient TRUE .",3,0.00514432150533152,0.0114657528241564,0.00070499696903129,0.75
"Dorea","patient TRUE .",4,0.00173456732042353,0.00305112270492093,0.000470560555261455,0.857142857142857
"Unclassified_Bacteroidales","1",1,0.00220106219023755,0.0039404175799025,0.0012710218609963,0.833333333333333
"Unclassified_Bacteroidales","1",2,0.00150232522418021,0.000735855618057442,0.00150232522418021,1
"Unclassified_Bacteroidales","patient FALSE .",1,0.00392297013299216,0.00763626018231411,0.00134075851348229,1
"Unclassified_Bacteroidales","patient FALSE .",2,0.0185317414969168,0.0298059085312381,0.00453795379537954,0.857142857142857
"Unclassified_Bacteroidales","patient FALSE .",3,0.00203301195717081,0.00445607621146175,0.000187265917602996,0.5
"Unclassified_Bacteroidales","patient FALSE .",4,0.000314385470558713,0.000362352438538972,0.000249687890137328,0.5
"Unclassified_Bacteroidales","patient TRUE .",1,0.00823364105003843,0.0171587594355928,0.00301477238468496,1
"Unclassified_Bacteroidales","patient TRUE .",2,0.00191926498587708,0.00147905153840687,0.00163891196192539,0.9
"Unclassified_Bacteroidales","patient TRUE .",3,0.00337630098737269,0.00278217775503549,0.00255855167064901,0.875
"Unclassified_Bacteroidales","patient TRUE .",4,0.00273411388448858,0.00267485320336292,0.00200758420700424,1
"Clostridium_XVIII","1",1,0.00414369274641421,0.010271093756246,0.00115075825773468,0.888888888888889
"Clostridium_XVIII","1",2,0.00674116388328328,0.00305259764090962,0.00674116388328328,1
"Clostridium_XVIII","patient FALSE .",1,0.00344122179820319,0.003256800767583,0.00182727742030862,1
"Clostridium_XVIII","patient FALSE .",2,0.00240259895541925,0.00482680895418843,0.000462748727441,0.571428571428571
"Clostridium_XVIII","patient FALSE .",3,0.0140477869918995,0.0220770776679114,0.0038031022821677,0.833333333333333
"Clostridium_XVIII","patient FALSE .",4,0.0124889715815117,0.0247103868743376,0.00264368911080618,1
"Clostridium_XVIII","patient TRUE .",1,0.00368809220233678,0.00494214698379868,0.001573564122738,0.769230769230769
"Clostridium_XVIII","patient TRUE .",2,0.000739581546175046,0.000867854319596517,0.0004835116431104,0.9
"Clostridium_XVIII","patient TRUE .",3,0.00135142318419953,0.0013700440313161,0.000813401494175281,0.75
"Clostridium_XVIII","patient TRUE .",4,0.00214698246277936,0.00301328682715342,0.000923005922621337,0.857142857142857
