"feature","age.quant","mean","sd","median","incidence"
"Unclassified_Clostridiales","(8.71,15.3]",-1.58257766265446,1.53649730195386,-1.00518665775676,0
"Unclassified_Clostridiales","(15.3,26.4]",-1.18927848155391,1.87060809529233,-1.06854752865419,0.333333333333333
"Bifidobacterium","[3.18,6.27]",-20.4106999660435,22.7855380132783,-20.4106999660435,0
"Bifidobacterium","(6.27,8.71]",-18.9107323974392,20.5213639851691,-18.4875206032465,0
"Bifidobacterium","(8.71,15.3]",-15.5059811752332,21.4946510512994,-16.5296947953903,0.5
"Bifidobacterium","(15.3,26.4]",3.66016270134349,35.4344411358046,15.6281306560749,0.5
"Roseburia","[3.18,6.27]",-20.358617880098,24.5003315547373,-20.358617880098,0
"Roseburia","(6.27,8.71]",-0.919770864275915,1.50404990920893,-0.541456539600723,0.5
"Roseburia","(8.71,15.3]",-1.58020868987342,2.03322871259056,-1.08340991138437,0.25
"Roseburia","(15.3,26.4]",-6.17788477832211,15.1346195493219,-0.333702924285961,0.333333333333333
"Flavonifractor","[3.18,6.27]",-16.5858527805421,23.8283585647964,-16.5858527805421,0.5
"Flavonifractor","(6.27,8.71]",-8.0284162283945,18.5824512061146,0.405012080968345,0.5
"Flavonifractor","(8.71,15.3]",-7.12020291520994,17.4516210875229,1.13255607131735,0.75
"Flavonifractor","(15.3,26.4]",6.19114192403501,12.969603888037,2.01046464818032,0.833333333333333
"Dorea","[3.18,6.27]",-38.0108793910814,1.57883224234326,-38.0108793910814,0
"Dorea","(6.27,8.71]",-2.64302528376905,1.42594036710873,-2.74663031025023,0
"Dorea","(8.71,15.3]",-9.09078106511786,19.7215605376173,-0.1520804113762,0.25
"Dorea","(15.3,26.4]",-6.38795013340901,15.0405079649372,-0.912079654704288,0.5
"Oscillibacter","[3.18,6.27]",-17.875823404632,23.4182781075974,-17.875823404632,0
"Oscillibacter","(6.27,8.71]",9.96855192343392,17.765646259404,1.60283748599252,1
"Oscillibacter","(8.71,15.3]",-10.6809156815614,16.2990733876819,-2.72759074437121,0
"Oscillibacter","(15.3,26.4]",-13.2604526875149,18.2402089913025,-3.47123598909334,0.333333333333333
"Unclassified_Bacteroidales","[3.18,6.27]",3.3083759319456,3.1019742625812,3.3083759319456,1
"Unclassified_Bacteroidales","(6.27,8.71]",9.58716240954139,17.6194419766096,1.35209629354053,0.75
"Unclassified_Bacteroidales","(8.71,15.3]",9.32978958015608,18.0881661471711,1.47062546563478,0.75
"Unclassified_Bacteroidales","(15.3,26.4]",0.588295603352055,2.71608150114381,0.00471422723887294,0.5
"Barnesiella","[3.18,6.27]",-2.48109031654455,3.50879157512986,-2.48109031654455,0
"Barnesiella","(6.27,8.71]",-7.8170459504968,15.6340919009936,0,0
"Barnesiella","(8.71,15.3]",-17.7068849010963,20.3705142477562,-17.6262139478965,0
"Barnesiella","(15.3,26.4]",-6.78703988066981,26.0304073938085,-0.235068229923037,0.333333333333333
"Erysipelotrichaceae_incertae_sedis","[3.18,6.27]",-17.4707903295472,23.991081375592,-17.4707903295472,0
"Erysipelotrichaceae_incertae_sedis","(6.27,8.71]",0.382222854196093,28.884722494499,1.3223693603271,0.5
"Erysipelotrichaceae_incertae_sedis","(8.71,15.3]",-5.6686054749877,20.0303234164195,1.62182763092418,0.5
"Erysipelotrichaceae_incertae_sedis","(15.3,26.4]",7.54750336720396,13.1292371981451,3.17260782558382,0.833333333333333
"Prevotella","[3.18,6.27]",-17.5104073499607,22.1947887311832,-17.5104073499607,0
"Prevotella","(6.27,8.71]",9.13818357909034,32.4770637077155,17.5628555134325,0.75
"Prevotella","(8.71,15.3]",-9.40060532253977,18.2480136245914,-2.06673920869057,0.25
"Prevotella","(15.3,26.4]",-7.13724955761133,14.8791802418595,-3.35586242185098,0.333333333333333
"Faecalibacterium","[3.18,6.27]",-0.790945897549581,1.71909745694325,-0.790945897549581,0.5
"Faecalibacterium","(6.27,8.71]",0.143960201203014,1.53513604017683,0.662124521825665,0.75
"Faecalibacterium","(8.71,15.3]",-0.699836194984904,1.19289347889838,-0.376041763721579,0.25
"Faecalibacterium","(15.3,26.4]",-1.20923118675067,2.72123629905904,-0.907834473955943,0.333333333333333
"Clostridium_XlVa","[3.18,6.27]",-0.966096883548883,0.908603129500057,-0.966096883548883,0
"Clostridium_XlVa","(6.27,8.71]",-0.744252210441825,2.32177693236533,-0.704236005880493,0.5
"Clostridium_XlVa","(8.71,15.3]",-1.43723945042431,3.55054505201781,-1.26816620004315,0.25
"Clostridium_XlVa","(15.3,26.4]",-0.294763199091421,1.82297938981126,0.232078646854612,0.5
"Alistipes","[3.18,6.27]",-18.495834785928,27.5002532103703,-18.495834785928,0.5
"Alistipes","(6.27,8.71]",29.5527813788931,21.0150884442629,39.464969680099,0.75
"Alistipes","(8.71,15.3]",-20.2033329587619,23.5083977443825,-20.3842935872919,0.25
"Alistipes","(15.3,26.4]",-6.94413941316639,17.1864678587533,-3.77499031535779,0.333333333333333
"Parabacteroides","[3.18,6.27]",-17.7883017559205,29.7000785809185,-17.7883017559205,0.5
"Parabacteroides","(6.27,8.71]",-0.856000099210666,2.66635011941243,-0.283671636523768,0.5
"Parabacteroides","(8.71,15.3]",0.954667719634218,1.16045221246223,1.04470084296532,0.75
"Parabacteroides","(15.3,26.4]",-7.0944891688066,14.767697857211,-3.24442744980251,0.333333333333333
"Clostridium_XI","[3.18,6.27]",-1.46274289517819,5.88537678420734,-1.46274289517819,0.5
"Clostridium_XI","(6.27,8.71]",-10.6619487068407,17.4477841021384,-2.12372455093888,0
"Clostridium_XI","(8.71,15.3]",-8.26256261630192,18.459180712901,0.262225467668313,0.5
"Clostridium_XI","(15.3,26.4]",-12.6530436536789,21.0295038891074,-2.60686913428152,0.333333333333333
"Enterococcus","[3.18,6.27]",18.5599547438762,26.2477397158205,18.5599547438762,0.5
"Enterococcus","(6.27,8.71]",0.512518078770661,28.1908008794513,0,0.25
"Enterococcus","(8.71,15.3]",8.95243140987238,17.3622041378652,0.410225276641671,0.5
"Enterococcus","(15.3,26.4]",17.68252148964,19.6647443308715,16.0960112671236,0.5
"Odoribacter","[3.18,6.27]",-37.4678401853308,0.720165094106562,-37.4678401853308,0
"Odoribacter","(6.27,8.71]",0,0,0,0
"Odoribacter","(8.71,15.3]",-7.5448495923582,34.9998234541083,-17.2192023880315,0.25
"Odoribacter","(15.3,26.4]",-12.5021568858997,19.8061093810693,-3.46507284006874,0.166666666666667
"Clostridium_XVIII","[3.18,6.27]",-36.4341776899683,0.95771005266484,-36.4341776899683,0
"Clostridium_XVIII","(6.27,8.71]",-1.58402437939562,3.49353396675821,-2.46521239937624,0.25
"Clostridium_XVIII","(8.71,15.3]",-8.87517407530679,17.6225189986705,-0.570329886530582,0.5
"Clostridium_XVIII","(15.3,26.4]",1.5302226335862,2.67079674701587,2.4663624054285,0.666666666666667
"Escherichia_Shigella","[3.18,6.27]",-17.3947276882456,24.5998598105037,-17.3947276882456,0
"Escherichia_Shigella","(6.27,8.71]",-8.57856589665858,17.085296166443,-0.053933471210855,0
"Escherichia_Shigella","(8.71,15.3]",-17.2183813926097,19.6263030272086,-18.6485698053676,0.25
"Escherichia_Shigella","(15.3,26.4]",-4.26594460683827,36.4185259135463,-16.7943934682124,0.333333333333333
"Clostridium_sensu_stricto","[3.18,6.27]",3.06292055170596,4.27371169307353,3.06292055170596,1
"Clostridium_sensu_stricto","(6.27,8.71]",-25.0016402575073,16.6818396596347,-32.9000821929083,0
"Clostridium_sensu_stricto","(8.71,15.3]",-8.0495554492417,19.2116615069225,1.09291112546056,0.5
"Clostridium_sensu_stricto","(15.3,26.4]",-4.8276985662817,27.2974849669463,-2.14375586288834,0.333333333333333
"Streptococcus","[3.18,6.27]",-16.6022464843916,23.4791221440876,-16.6022464843916,0
"Streptococcus","(6.27,8.71]",-19.2569555696369,18.8457802465837,-19.4182188273888,0
"Streptococcus","(8.71,15.3]",1.98051976320758,30.1950441318436,3.11346935534431,0.5
"Streptococcus","(15.3,26.4]",-0.424660556826735,3.84233035508596,-1.1586063813417,0.333333333333333
"Sutterella","[3.18,6.27]",1.48594558473695,4.57507191859663,1.48594558473695,0.5
"Sutterella","(6.27,8.71]",-9.70591345139406,16.0564446572013,-2.66487995671536,0
"Sutterella","(8.71,15.3]",7.67899102808454,38.2001882398146,17.6036695049217,0.5
"Sutterella","(15.3,26.4]",-12.6770611377789,20.2016556085254,-3.76966344159602,0.333333333333333
"Unclassified_Prevotellaceae","[3.18,6.27]",-17.8784872086592,25.2839990851998,-17.8784872086592,0
"Unclassified_Prevotellaceae","(6.27,8.71]",-0.0938910909744912,0.187782181948982,0,0
"Unclassified_Prevotellaceae","(8.71,15.3]",-10.0491145002643,20.0982290005285,0,0
"Unclassified_Prevotellaceae","(15.3,26.4]",-0.138964652881376,23.7228889719455,-0.775853575647231,0.166666666666667
"Akkermansia","[3.18,6.27]",-17.0100045934742,24.0557791921198,-17.0100045934742,0
"Akkermansia","(6.27,8.71]",-0.500165578838525,26.6966848800132,-0.199693929320068,0.25
"Akkermansia","(8.71,15.3]",9.70758277768863,16.9745523572988,1.87834838086581,0.75
"Akkermansia","(15.3,26.4]",-1.03928207476723,2.54571078200074,0,0
"Megamonas","[3.18,6.27]",0,0,0,0
"Megamonas","(6.27,8.71]",-10.0739031234328,19.2079012144228,-0.713772845040313,0
"Megamonas","(8.71,15.3]",0,0,0,0
"Megamonas","(15.3,26.4]",-1.70438892487155,23.7411608731617,0,0.166666666666667
"Phascolarctobacterium","[3.18,6.27]",0,0,0,0
"Phascolarctobacterium","(6.27,8.71]",9.41928110543563,17.6975089387485,0.870055689218249,0.5
"Phascolarctobacterium","(8.71,15.3]",-0.0764387525168782,0.555428111259256,0,0.25
"Phascolarctobacterium","(15.3,26.4]",4.66479989807075,27.7692378526842,0,0.333333333333333
"Lactobacillus","[3.18,6.27]",-16.3097652372937,23.0654911977019,-16.3097652372937,0
"Lactobacillus","(6.27,8.71]",0,0,0,0
"Lactobacillus","(8.71,15.3]",9.44915584734205,18.8983116946841,0,0.25
"Lactobacillus","(15.3,26.4]",-11.9694943893892,15.914185574451,-4.09196408536396,0.166666666666667
"Klebsiella","[3.18,6.27]",0,0,0,0
"Klebsiella","(6.27,8.71]",0,0,0,0
"Klebsiella","(8.71,15.3]",0.266676061001493,0.533352122002986,0,0.25
"Klebsiella","(15.3,26.4]",11.6507259250972,28.4703427909598,16.4090987216204,0.5
"Unclassified_Lactobacillales","[3.18,6.27]",0,0,0,0
"Unclassified_Lactobacillales","(6.27,8.71]",0,0,0,0
"Unclassified_Lactobacillales","(8.71,15.3]",10.6496824996816,21.2993649993632,0,0.25
"Unclassified_Lactobacillales","(15.3,26.4]",5.36533708904119,13.1423381661806,0,0.166666666666667
"Catenibacterium","[3.18,6.27]",0,0,0,0
"Catenibacterium","(6.27,8.71]",0,0,0,0
"Catenibacterium","(8.71,15.3]",0,0,0,0
"Catenibacterium","(15.3,26.4]",-6.7529674336677,29.2230586748198,0,0.166666666666667
