".record.id","DietStatus","feature","index"
"SM1","before.diet","NE_2",0.0855986970042368
"SM11","after.diet","NE_2",0.0830245562742601
"SM12","before.diet","NE_2",0.0742566577911198
"SM13","before.diet","NE_2",0.0602923869767789
"SM14","before.diet","NE_2",0.0348608447060959
"SM17","before.diet","NE_2",0.0627594785609
"SM19","after.diet","NE_2",0.0596672608493488
"SM2","before.diet","NE_2",0.0457504008347955
"SM23","after.diet","NE_2",0.0677235001093377
"SM3","after.diet","NE_2",0.116936874756647
"SM33","before.diet","NE_2",0.0719883719921461
"SM38","after.diet","NE_2",0.103347351866682
"SM41","before.diet","NE_2",0.0838868674164128
"SM45","after.diet","NE_2",0.437424447584066
"SM49","before.diet","NE_2",0.0886041084439631
"SM52","before.diet","NE_2",0.0928906050856753
"SM53","after.diet","NE_2",0.0778637445349748
"SM56","after.diet","NE_2",0.0289152628906677
"SM57","before.diet","NE_2",0.0469325313657703
"SM58","after.diet","NE_2",0.0466180394725543
"SM62","before.diet","NE_2",0.0721999346926352
"SM64","after.diet","NE_2",0.0509674478061806
"SM77","after.diet","NE_2",0.0835696654211129
"SM79","after.diet","NE_2",0.0576159679535165
"SM8","before.diet","NE_2",0.0829212865164325
"SM83","before.diet","NE_2",0.0710258550515794
"SM84","before.diet","NE_2",0.148623011007683
"SM86","after.diet","NE_2",0.0628850416502246
"SM87","before.diet","NE_2",0.122202842593285
"SM88","after.diet","NE_2",0.0807556746063214
"SM9","after.diet","NE_2",0.123411161183576
"SM90","after.diet","NE_2",0.129886008470321
"SM96","before.diet","NE_2",0.0315501456622654
"SM1","before.diet","NE_4",0.0580573498425524
"SM11","after.diet","NE_4",0.0489024365600064
"SM12","before.diet","NE_4",0.0445327411867619
"SM13","before.diet","NE_4",0.0385208519671934
"SM14","before.diet","NE_4",0.0217998732023381
"SM17","before.diet","NE_4",0.0425502593900442
"SM19","after.diet","NE_4",0.0308704862550434
"SM2","before.diet","NE_4",0.0318209172061648
"SM23","after.diet","NE_4",0.0589869776714525
"SM3","after.diet","NE_4",0.0663511191742346
"SM33","before.diet","NE_4",0.0526650916658769
"SM38","after.diet","NE_4",0.0665460451856062
"SM41","before.diet","NE_4",0.0474888012031784
"SM45","after.diet","NE_4",0.436616923444407
"SM49","before.diet","NE_4",0.0688641620467009
"SM52","before.diet","NE_4",0.0635284840382073
"SM53","after.diet","NE_4",0.0498856127326262
"SM56","after.diet","NE_4",0.022383427175194
"SM57","before.diet","NE_4",0.0323135931751362
"SM58","after.diet","NE_4",0.0311178864639392
"SM62","before.diet","NE_4",0.050984504225666
"SM64","after.diet","NE_4",0.03234864755157
"SM77","after.diet","NE_4",0.0442343597064675
"SM79","after.diet","NE_4",0.0331892512266072
"SM8","before.diet","NE_4",0.0490286346581931
"SM83","before.diet","NE_4",0.0537622208256902
"SM84","before.diet","NE_4",0.0832778490771379
"SM86","after.diet","NE_4",0.0341629690728302
"SM87","before.diet","NE_4",0.0661262383043908
"SM88","after.diet","NE_4",0.0565254288577031
"SM9","after.diet","NE_4",0.0698578396724873
"SM90","after.diet","NE_4",0.073237528199601
"SM96","before.diet","NE_4",0.0200318427946956
"SM1","before.diet","NE_8",0.0485138744306236
"SM11","after.diet","NE_8",0.0383686426126941
"SM12","before.diet","NE_8",0.0355668017443975
"SM13","before.diet","NE_8",0.0330307847416442
"SM14","before.diet","NE_8",0.0183093298941413
"SM17","before.diet","NE_8",0.0354522398378854
"SM19","after.diet","NE_8",0.0244502608508668
"SM2","before.diet","NE_8",0.0271473583048722
"SM23","after.diet","NE_8",0.0554286055227365
"SM3","after.diet","NE_8",0.047772500162287
"SM33","before.diet","NE_8",0.0460420755519853
"SM38","after.diet","NE_8",0.053224949357449
"SM41","before.diet","NE_8",0.0377850896240968
"SM45","after.diet","NE_8",0.436385528532335
"SM49","before.diet","NE_8",0.0599063272413073
"SM52","before.diet","NE_8",0.0527510067958019
"SM53","after.diet","NE_8",0.0416620141364589
"SM56","after.diet","NE_8",0.0207399452676299
"SM57","before.diet","NE_8",0.0272796254136378
"SM58","after.diet","NE_8",0.0269765713787141
"SM62","before.diet","NE_8",0.0452711488364627
"SM64","after.diet","NE_8",0.0268094450816241
"SM77","after.diet","NE_8",0.0331663691217298
"SM79","after.diet","NE_8",0.0262407870911711
"SM8","before.diet","NE_8",0.0391223565748131
"SM83","before.diet","NE_8",0.0468636883995739
"SM84","before.diet","NE_8",0.0624739927930543
"SM86","after.diet","NE_8",0.0269897638587265
"SM87","before.diet","NE_8",0.0489766487806883
"SM88","after.diet","NE_8",0.0484675776605338
"SM9","after.diet","NE_8",0.052619530975333
"SM90","after.diet","NE_8",0.0532882262501313
"SM96","before.diet","NE_8",0.0172814013914033
"SM1","before.diet","NE_Inf",0.0403633872763424
"SM11","after.diet","NE_Inf",0.0311193110886674
"SM12","before.diet","NE_Inf",0.029054944228512
"SM13","before.diet","NE_Inf",0.0284077641143956
"SM14","before.diet","NE_Inf",0.0159768713603716
"SM17","before.diet","NE_Inf",0.0293416528147871
"SM19","after.diet","NE_Inf",0.0205073213319793
"SM2","before.diet","NE_Inf",0.0239186190792125
"SM23","after.diet","NE_Inf",0.0527799497366339
"SM3","after.diet","NE_Inf",0.0360849693394542
"SM33","before.diet","NE_Inf",0.0414322388751257
"SM38","after.diet","NE_Inf",0.0444713239739117
"SM41","before.diet","NE_Inf",0.0303530904251947
"SM45","after.diet","NE_Inf",0.4362120712193
"SM49","before.diet","NE_Inf",0.0503283461725569
"SM52","before.diet","NE_Inf",0.0421426845039807
"SM53","after.diet","NE_Inf",0.0347323180254773
"SM56","after.diet","NE_Inf",0.0195869715261523
"SM57","before.diet","NE_Inf",0.0238113013547392
"SM58","after.diet","NE_Inf",0.0242226162477486
"SM62","before.diet","NE_Inf",0.041400592014594
"SM64","after.diet","NE_Inf",0.0230818360590979
"SM77","after.diet","NE_Inf",0.0264001692179944
"SM79","after.diet","NE_Inf",0.021861046496866
"SM8","before.diet","NE_Inf",0.0326594504646796
"SM83","before.diet","NE_Inf",0.0403157974196742
"SM84","before.diet","NE_Inf",0.0475876427698395
"SM86","after.diet","NE_Inf",0.0225301025927924
"SM87","before.diet","NE_Inf",0.0387498252122854
"SM88","after.diet","NE_Inf",0.0406805306997534
"SM9","after.diet","NE_Inf",0.0420672972199568
"SM90","after.diet","NE_Inf",0.0396725116976005
"SM96","before.diet","NE_Inf",0.0154650299428564
