"feature","Drug.Before.Diet","Sample.type.1","mean","sd","median","incidence"
"Enterobacteriales","DrugBefore_YES","control",0,NA,0,0
"Enterobacteriales","DrugBefore_YES","patient.after.diet",0.0100987349477962,0.0216813717691868,0.000313356835095966,0.64
"Enterobacteriales","DrugBefore_YES","patient.before.diet",0.0195966183728689,0.0657493245308432,0,0.461538461538462
"Burkholderiales","DrugBefore_NO","control",0.0114143350511175,0.0269593218737607,0.00214209210996073,0.789473684210526
"Burkholderiales","DrugBefore_NO","patient.after.diet",0.00969744920372013,0.0207666832396601,0,0.473684210526316
"Burkholderiales","DrugBefore_NO","patient.before.diet",0.00813846150175332,0.0116528771412603,0.00257689525071672,1
"Burkholderiales","DrugBefore_YES","control",0,NA,0,0
"Burkholderiales","DrugBefore_YES","patient.after.diet",0.00938509131664137,0.0166010999572947,0,0.36
"Burkholderiales","DrugBefore_YES","patient.before.diet",0.0097983464987784,0.0169181400554619,0.00180886343081097,0.615384615384615
"Unclassified_Bacteria","DrugBefore_NO","control",0.015341052643749,0.0138827257087641,0.0118838028169014,1
"Unclassified_Bacteria","DrugBefore_NO","patient.after.diet",0.00376859125633595,0.00353107119433445,0.00259993500162496,0.947368421052632
"Unclassified_Bacteria","DrugBefore_NO","patient.before.diet",0.0147999621018658,0.0271663810363806,0.00444846431831815,1
"Unclassified_Bacteria","DrugBefore_YES","control",0.00629820961007714,NA,0.00629820961007714,1
"Unclassified_Bacteria","DrugBefore_YES","patient.after.diet",0.00295342802351237,0.00463907795488141,0.00172612197928654,0.96
"Unclassified_Bacteria","DrugBefore_YES","patient.before.diet",0.00380663112047994,0.00416438408780798,0.00225743626062323,0.923076923076923
"Unclassified_Firmicutes","DrugBefore_NO","control",0.00848079859146878,0.0108169580588383,0.0036101083032491,1
"Unclassified_Firmicutes","DrugBefore_NO","patient.after.diet",0.0127883238488774,0.01640904210042,0.00786672836649699,0.894736842105263
"Unclassified_Firmicutes","DrugBefore_NO","patient.before.diet",0.00280150676809531,0.00400067957634637,0.00117188074435479,1
"Unclassified_Firmicutes","DrugBefore_YES","control",0.00870426721392683,NA,0.00870426721392683,1
"Unclassified_Firmicutes","DrugBefore_YES","patient.after.diet",0.00139338276726873,0.00159917494577991,0.000783392087739914,0.88
"Unclassified_Firmicutes","DrugBefore_YES","patient.before.diet",0.00214176536461329,0.00298920399166046,0.000602954476936991,0.769230769230769
"Pasteurellales","DrugBefore_NO","control",0.00139168362887921,0.00238964982861607,0.000454648783814503,0.684210526315789
"Pasteurellales","DrugBefore_NO","patient.after.diet",0.0103715855731158,0.0248637195191001,0.00117439812096301,0.684210526315789
"Pasteurellales","DrugBefore_NO","patient.before.diet",0.00111196072370822,0.00256295807149591,0,0.4
"Pasteurellales","DrugBefore_YES","control",0,NA,0,0
"Pasteurellales","DrugBefore_YES","patient.after.diet",0.0084185681463902,0.0346080924295457,0.000155424308361828,0.6
"Pasteurellales","DrugBefore_YES","patient.before.diet",0.000134074560842354,0.000238347689308495,0,0.307692307692308
"Bifidobacteriales","DrugBefore_NO","control",0.0155358634741414,0.0437230521020294,0.00159872102318145,0.842105263157895
"Bifidobacteriales","DrugBefore_NO","patient.after.diet",0.00111840742502398,0.00275621042990524,0,0.473684210526316
"Bifidobacteriales","DrugBefore_NO","patient.before.diet",0.00155218563243961,0.00321110917232119,0.000198504707771396,0.7
"Bifidobacteriales","DrugBefore_YES","control",0,NA,0,0
"Bifidobacteriales","DrugBefore_YES","patient.after.diet",0.00315947375027925,0.00611114505667224,0.00022306491188936,0.68
"Bifidobacteriales","DrugBefore_YES","patient.before.diet",0.00197422544060565,0.00571522761466734,0.000301477238468496,0.615384615384615
"Verrucomicrobiales","DrugBefore_NO","control",0.0046649631964474,0.0103269670894094,0,0.473684210526316
"Verrucomicrobiales","DrugBefore_NO","patient.after.diet",0.000230598832084693,0.000696353418190715,0,0.157894736842105
"Verrucomicrobiales","DrugBefore_NO","patient.before.diet",0.00666149530240099,0.012038080638996,0,0.4
"Verrucomicrobiales","DrugBefore_YES","control",0,NA,0,0
"Verrucomicrobiales","DrugBefore_YES","patient.after.diet",0.000425641985215903,0.00154160897745527,0,0.08
"Verrucomicrobiales","DrugBefore_YES","patient.before.diet",0.0135530595455992,0.0485697460662992,0,0.307692307692308
"Rhizobiales","DrugBefore_NO","control",0.00562795169990849,0.00586598478469508,0.00490998363338789,0.842105263157895
"Rhizobiales","DrugBefore_NO","patient.after.diet",0.00108178473166748,0.00301188444423341,0,0.473684210526316
"Rhizobiales","DrugBefore_NO","patient.before.diet",0.00164493698414203,0.00227074188987155,0.000773229531472254,0.6
"Rhizobiales","DrugBefore_YES","control",0.0123133536197014,NA,0.0123133536197014,1
"Rhizobiales","DrugBefore_YES","patient.after.diet",0.00208227023836431,0.00441270389519169,0,0.44
"Rhizobiales","DrugBefore_YES","patient.before.diet",0.00192796479949749,0.00363809960847506,0.0001941370607649,0.538461538461538
