"feature","Drug.Before.Diet","Sample.type.1","mean","sd","median","incidence"
"2240","DrugBefore_NO","patient.after.diet",32.1629496618927,9.87136497155924,32.0753389469242,1
"2240","DrugBefore_NO","patient.before.diet",36.6843106772835,8.04648310344989,36.1634339405845,1
"2240","DrugBefore_YES","control",29.4087077525331,NA,29.4087077525331,1
"2240","DrugBefore_YES","patient.after.diet",28.3226526387035,7.43061365185655,28.7959334068348,1
"2240","DrugBefore_YES","patient.before.diet",29.1718594771263,7.95872669098563,27.3660655767968,1
"2256.24137931034","DrugBefore_NO","control",39.8535053010042,7.68445551294962,39.6142767211278,1
"2256.24137931034","DrugBefore_NO","patient.after.diet",32.215937078353,9.88985491012429,32.1280270389621,1
"2256.24137931034","DrugBefore_NO","patient.before.diet",35.927430225044,8.09526613174666,34.0348997759909,1
"2256.24137931034","DrugBefore_YES","control",29.4559345477715,NA,29.4559345477715,1
"2256.24137931034","DrugBefore_YES","patient.after.diet",28.3719693313697,7.43931263603397,28.8319968810162,1
"2256.24137931034","DrugBefore_YES","patient.before.diet",29.2258458942625,7.96498443483655,27.4232103878087,1
"2272","DrugBefore_NO","control",39.9180068594773,7.69750884323785,39.6691693161361,1
"2272","DrugBefore_NO","patient.after.diet",32.2686259689259,9.90828443132218,32.1804222238924,1
"2272","DrugBefore_NO","patient.before.diet",35.9829566103522,8.1031198239893,34.0756070338245,1
"2272","DrugBefore_YES","control",29.5030017903341,NA,29.5030017903341,1
"2272","DrugBefore_YES","patient.after.diet",28.4209999127605,7.44794768924764,28.8678307362357,1
"2272","DrugBefore_YES","patient.before.diet",29.2795079233226,7.97120926239218,27.4797971483025,1
"2394","DrugBefore_NO","control",40.2595034313557,8.01098335444271,39.5526776333623,1
"2394","DrugBefore_NO","patient.after.diet",32.6609668391383,10.0469232346722,32.5707056058058,1
"2394","DrugBefore_NO","patient.before.diet",36.3922341381902,8.16240071026808,34.3709149328473,1
"2394","DrugBefore_YES","control",29.8568831813968,NA,29.8568831813968,1
"2394","DrugBefore_YES","patient.after.diet",28.7858768653247,7.5117643858449,29.133960201659,1
"2394","DrugBefore_YES","patient.before.diet",29.6784165164447,8.01761025350917,27.8932897001683,1
"2411","DrugBefore_NO","control",40.322475003232,8.0236836101611,39.6039757462059,1
"2411","DrugBefore_NO","patient.after.diet",32.7143700794037,10.0659900040284,32.6238474621236,1
"2411","DrugBefore_NO","patient.before.diet",36.4473651268779,8.17059123741718,34.410023577473,1
"2411","DrugBefore_YES","control",29.9055238228698,NA,29.9055238228698,1
"2411","DrugBefore_YES","patient.after.diet",29.1182588810582,7.54517386299844,29.9596294110958,1
"2411","DrugBefore_YES","patient.before.diet",29.732615023139,8.02392854445506,27.9484336975033,1
"2417","DrugBefore_NO","control",40.3446061004861,8.02813841154201,39.622012318059,1
"2417","DrugBefore_NO","patient.after.diet",32.7331470524837,10.0727054016167,32.642533657825,1
"2417","DrugBefore_NO","patient.before.diet",36.4667164093427,8.17347870077148,34.4237114381564,1
"2417","DrugBefore_YES","control",29.9226535889751,NA,29.9226535889751,1
"2417","DrugBefore_YES","patient.after.diet",30.0107407880238,6.35259042796216,30.7649705907905,1
"2417","DrugBefore_YES","patient.before.diet",29.7516656609127,8.02614997649486,27.9677544383579,1
"2424","DrugBefore_NO","control",40.3703641308079,8.03331759050183,39.6430101249935,1
"2424","DrugBefore_NO","patient.after.diet",32.7550069098286,10.0805308488401,32.6642885824835,1
"2424","DrugBefore_NO","patient.before.diet",36.4892230860863,8.17684532596984,34.4396051733047,1
"2424","DrugBefore_YES","control",29.9426137886026,NA,29.9426137886026,1
"2424","DrugBefore_YES","patient.after.diet",30.0314310991289,6.35583587676161,30.7833874177801,1
"2424","DrugBefore_YES","patient.before.diet",29.3363976654582,8.22234039001243,27.1662806572192,1
"2431","DrugBefore_NO","control",40.3960562029208,8.03847738681761,39.6639599083168,1
"2431","DrugBefore_NO","patient.after.diet",32.0559386002097,9.90944267956783,32.5591488559688,1
"2431","DrugBefore_NO","patient.before.diet",36.5116549629811,8.18020978094284,34.4554180421657,1
"2431","DrugBefore_YES","control",29.962547725203,NA,29.962547725203,1
"2431","DrugBefore_YES","patient.after.diet",30.0520708769786,6.35907447652467,30.8017644516721,1
"2431","DrugBefore_YES","patient.before.diet",29.3584341130531,8.22502590320178,27.1853408144141,1
"2472","DrugBefore_NO","control",40.5452334194587,8.06831513874552,39.7857169336056,1
"2472","DrugBefore_NO","patient.after.diet",32.6842015892254,10.0530173892292,32.8152067953454,1
"2472","DrugBefore_NO","patient.before.diet",36.6415607468311,8.19987620781046,34.6133410898962,1
"2472","DrugBefore_YES","control",30.0787844150563,NA,30.0787844150563,1
"2472","DrugBefore_YES","patient.after.diet",30.1719616286497,6.37790752939046,30.9086128294157,1
"2472","DrugBefore_YES","patient.before.diet",29.48637801164,8.24059722471885,27.2954556856122,1
"2491","DrugBefore_NO","control",40.3337281875445,8.26144144281816,39.8083798812217,1
"2491","DrugBefore_NO","patient.after.diet",32.7414578538732,10.0740381001441,32.879943333006,1
"2491","DrugBefore_NO","patient.before.diet",36.7009177678584,8.20896965289638,34.6923405590701,1
"2491","DrugBefore_YES","control",30.1323550545841,NA,30.1323550545841,1
"2491","DrugBefore_YES","patient.after.diet",30.2269524841945,6.38655745775667,30.9576784272983,1
"2491","DrugBefore_YES","patient.before.diet",29.5450253250674,8.24772118852485,27.345612274774,1
"2502","DrugBefore_NO","control",40.3722628041391,8.26907648965803,39.8455137875711,1
"2502","DrugBefore_NO","patient.after.diet",32.7744463982412,10.0861643624756,32.9164382895024,1
"2502","DrugBefore_NO","patient.before.diet",36.7350426588846,8.21422922930327,34.7378854803117,1
"2502","DrugBefore_YES","control",30.1632858795179,NA,30.1632858795179,1
"2502","DrugBefore_YES","patient.after.diet",30.2586279803302,6.39154318929249,30.9859568762809,1
"2502","DrugBefore_YES","patient.before.diet",30.6278078147485,7.77020761822099,28.23361818413,1
"2542","DrugBefore_NO","control",40.4689661171099,8.58587086866351,39.9684510003492,1
"2542","DrugBefore_NO","patient.after.diet",32.8934345247347,10.1299947407364,33.0438985524073,1
"2542","DrugBefore_NO","patient.before.diet",36.8576773264005,8.2333285917698,34.9023358886996,1
"2542","DrugBefore_YES","control",30.2752537038185,NA,30.2752537038185,1
"2542","DrugBefore_YES","patient.after.diet",30.3728331561234,6.40953833459218,31.0880093661068,1
"2542","DrugBefore_YES","patient.before.diet",30.7475577287563,7.79084404366595,28.3537370416332,1
"2605","DrugBefore_NO","control",40.68311840945,8.62922059300504,40.1700923509727,1
"2605","DrugBefore_NO","patient.after.diet",33.0778431316548,10.1982067702143,33.2420074062364,1
"2605","DrugBefore_NO","patient.before.diet",37.046325638273,8.26335056156967,35.1577166984892,1
"2605","DrugBefore_YES","control",30.4500362834691,NA,30.4500362834691,1
"2605","DrugBefore_YES","patient.after.diet",30.5496874829272,6.43746160911349,31.2463296491308,1
"2605","DrugBefore_YES","patient.before.diet",31.8063623397688,7.65920301350928,28.9964754132076,1
"2628","DrugBefore_NO","control",40.7601019059366,8.64467806004707,40.235010149985,1
"2628","DrugBefore_NO","patient.after.diet",33.1442817694515,10.2228665988297,33.3135487489247,1
"2628","DrugBefore_NO","patient.before.diet",37.1138672348776,8.27430077693693,35.2498724966435,1
"2628","DrugBefore_YES","control",30.5133839263647,NA,30.5133839263647,1
"2628","DrugBefore_YES","patient.after.diet",30.6133634009163,6.4475311607673,31.3034140891191,1
"2628","DrugBefore_YES","patient.before.diet",30.5133150667444,6.74127147761213,28.6014327303032,1
"2641","DrugBefore_NO","control",40.8033379111021,8.65332990928187,40.2715095441662,1
"2641","DrugBefore_NO","patient.after.diet",33.1816297269112,10.2367485536211,33.3538033075593,1
"2641","DrugBefore_NO","patient.before.diet",37.1517357807067,8.28048905453905,35.3017103347093,1
"2641","DrugBefore_YES","control",30.5490826227441,NA,30.5490826227441,1
"2641","DrugBefore_YES","patient.after.diet",30.6491489761987,6.45319369461269,31.3355136436284,1
"2641","DrugBefore_YES","patient.before.diet",31.4865941205912,6.55285383533057,29.096403042102,1
"2670","DrugBefore_NO","control",40.8990801212381,8.67241270410628,40.3524369938277,1
"2670","DrugBefore_NO","patient.after.diet",33.2644210701552,10.2675717923006,33.4431345922544,1
"2670","DrugBefore_NO","patient.before.diet",36.6372164708322,8.65692952539613,35.1830822499046,1
"2670","DrugBefore_YES","control",30.628445582383,NA,30.628445582383,1
"2670","DrugBefore_YES","patient.after.diet",30.728453291677,6.46575103373031,31.40669538558,1
"2670","DrugBefore_YES","patient.before.diet",31.5621030831935,6.56567119265677,29.1756667084008,1
"2697","DrugBefore_NO","control",40.9873567767589,8.68991418430441,40.427180833828,1
"2697","DrugBefore_NO","patient.after.diet",32.624194163653,10.2360541265069,33.3115333346163,1
"2697","DrugBefore_NO","patient.before.diet",36.7215251349267,8.67618875436399,35.261491154367,1
"2697","DrugBefore_YES","control",30.7020026720924,NA,30.7020026720924,1
"2697","DrugBefore_YES","patient.after.diet",30.8016479921577,6.47735102827788,31.4724481141251,1
"2697","DrugBefore_YES","patient.before.diet",31.6316786576399,6.57758635090611,29.2484887840287,1
"2778","DrugBefore_NO","control",41.2473656305689,8.74093574194398,40.6480495012596,1
"2778","DrugBefore_NO","patient.after.diet",32.8468831599425,10.3235164089932,33.5397639581512,1
"2778","DrugBefore_NO","patient.before.diet",37.2299957217049,9.3999141741841,35.8373713859569,1
"2778","DrugBefore_YES","control",30.9208135813926,NA,30.9208135813926,1
"2778","DrugBefore_YES","patient.after.diet",31.0176531475349,6.5116347938722,31.6667817465981,1
"2778","DrugBefore_YES","patient.before.diet",31.8363173311567,6.61321946830676,29.4614305713384,1
"2801","DrugBefore_NO","control",41.3199194901105,8.75503077392721,40.7098762437064,1
"2801","DrugBefore_NO","patient.after.diet",32.9091202815933,10.3480082304355,33.6039575194792,1
"2801","DrugBefore_NO","patient.before.diet",37.3032588786268,9.41649824549008,35.9254572508006,1
"2801","DrugBefore_YES","control",30.9824522043117,NA,30.9824522043117,1
"2801","DrugBefore_YES","patient.after.diet",31.0780408577876,6.52123151851211,31.7211841075699,1
"2801","DrugBefore_YES","patient.before.diet",32.2984598429241,7.04611096273402,29.9833726176729,1
"2938","DrugBefore_NO","control",41.042286588188,8.72841293639392,40.1977595675651,1
"2938","DrugBefore_NO","patient.after.diet",33.271165806794,10.4908593934151,33.9809750231309,1
"2938","DrugBefore_NO","patient.before.diet",37.7285682300725,9.51452522754987,36.4397457179043,1
"2938","DrugBefore_YES","control",31.3453319661988,NA,31.3453319661988,1
"2938","DrugBefore_YES","patient.after.diet",31.4295573920953,6.57717365073079,32.0384234018671,1
"2938","DrugBefore_YES","patient.before.diet",32.629560426562,7.11105658866626,30.3370910592227,1
"2945","DrugBefore_NO","control",41.0629601088788,8.73227433354505,40.2194389790284,1
"2945","DrugBefore_NO","patient.after.diet",33.2892792441766,10.498022014881,34,1
"2945","DrugBefore_NO","patient.before.diet",37.7498102188025,9.519501415837,36.4655590670995,1
"2945","DrugBefore_YES","control",31.3636840099789,NA,31.3636840099789,1
"2945","DrugBefore_YES","patient.after.diet",31.6484344812906,6.66195560318658,32.4575075582427,1
"2945","DrugBefore_YES","patient.before.diet",32.6461150703666,7.11432175296716,30.3548673943536,1
"3042","DrugBefore_NO","control",41.3450024465907,8.78445920070302,40.5167834361489,1
"3042","DrugBefore_NO","patient.after.diet",33.4848404246974,10.9939720704012,34.306721152598,1
"3042","DrugBefore_NO","patient.before.diet",38.0395455376186,9.58816145462941,36.8188029388811,1
"3042","DrugBefore_YES","control",31.6161923787793,NA,31.6161923787793,1
"3042","DrugBefore_YES","patient.after.diet",31.8879804954776,6.70225638199457,32.6743419869501,1
"3042","DrugBefore_YES","patient.before.diet",32.8720358383622,7.15901796959277,30.5983802597765,1
"3055","DrugBefore_NO","control",41.3821906593504,8.7912711984962,40.5562094412909,1
"3055","DrugBefore_NO","patient.after.diet",33.5173309549051,11.007391852834,34.3376610633355,1
"3055","DrugBefore_NO","patient.before.diet",38.0777393171083,9.59732320390445,36.8655257061179,1
"3055","DrugBefore_YES","control",31.6497848286074,NA,31.6497848286074,1
"3055","DrugBefore_YES","patient.after.diet",32.1526600210322,6.7813434083635,33.105479726236,1
"3055","DrugBefore_YES","patient.before.diet",32.9018300416329,7.16492886996923,30.63062615225,1
"3064","DrugBefore_NO","control",41.0528028418221,9.0501074209997,39.7756149248026,1
"3064","DrugBefore_NO","patient.after.diet",33.5397537446651,11.0166561578916,34.3590100905324,1
"3064","DrugBefore_NO","patient.before.diet",38.1040954413169,9.60366064006747,36.8977881988649,1
"3064","DrugBefore_YES","control",31.6730075016179,NA,31.6730075016179,1
"3064","DrugBefore_YES","patient.after.diet",32.1746918604463,6.78500398053645,33.1252562215193,1
"3064","DrugBefore_YES","patient.before.diet",32.9223910476049,7.16900983608301,30.6528974879484,1
"3105","DrugBefore_NO","control",41.169643976905,9.07280525837461,39.9203086509169,1
"3105","DrugBefore_NO","patient.after.diet",33.6411793213677,11.0585897362519,34.4555400690153,1
"3105","DrugBefore_NO","patient.before.diet",38.2232875351525,9.63247739881852,37.0439006758099,1
"3105","DrugBefore_YES","control",31.7784556870987,NA,31.7784556870987,1
"3105","DrugBefore_YES","patient.after.diet",32.584771679478,6.82398566662879,33.35808677679,1
"3105","DrugBefore_YES","patient.before.diet",33.0153834092875,7.1874837067742,30.7538159203417,1
"3107","DrugBefore_NO","control",41.1753095069133,9.0739019819028,39.9273435312377,1
"3107","DrugBefore_NO","patient.after.diet",33.6460968941947,11.0606239961146,34.4602186156963,1
"3107","DrugBefore_NO","patient.before.diet",38.2290655267582,9.63388087940844,37.0509922967722,1
"3107","DrugBefore_YES","control",31.7835852156155,NA,31.7835852156155,1
"3107","DrugBefore_YES","patient.after.diet",32.5896865644059,6.82475005859679,33.3633952796075,1
"3107","DrugBefore_YES","patient.before.diet",30.6889076943843,4.04550208060487,29.2130706724079,1
"3209","DrugBefore_NO","control",41.4601875405157,9.12858727677087,40.2833134853019,1
"3209","DrugBefore_NO","patient.after.diet",33.7857637965507,11.6112715119787,34.0992145924256,1
"3209","DrugBefore_NO","patient.before.diet",38.5194158203669,9.70519847941253,37.4083494830772,1
"3209","DrugBefore_YES","control",32.0434768393945,NA,32.0434768393945,1
"3209","DrugBefore_YES","patient.after.diet",32.8368951503957,6.86333819131644,33.6305770264232,1
"3209","DrugBefore_YES","patient.before.diet",30.9046590519158,4.08945029970676,29.4194649526385,1
"3223","DrugBefore_NO","control",41.4986823730064,9.13590763732036,40.3317502795526,1
"3223","DrugBefore_NO","patient.after.diet",32.2981483735217,10.7075977141611,33.3691004363939,1
"3223","DrugBefore_NO","patient.before.diet",38.5586227249772,9.71494892661029,37.4567502156881,1
"3223","DrugBefore_YES","control",32.0788914595302,NA,32.0788914595302,1
"3223","DrugBefore_YES","patient.after.diet",32.8703094611257,6.86857576893854,33.6667175287767,1
"3223","DrugBefore_YES","patient.before.diet",30.9337870504271,4.09539602400453,29.4472919899213,1
"3317","DrugBefore_NO","control",41.753528705186,9.18395792573893,40.6544139084635,1
"3317","DrugBefore_NO","patient.after.diet",32.4982968800669,10.7843225379776,33.5654986884413,1
"3317","DrugBefore_NO","patient.before.diet",38.8180201776093,9.78019287643199,37.7778060529325,1
"3317","DrugBefore_YES","control",32.3151293951685,NA,32.3151293951685,1
"3317","DrugBefore_YES","patient.after.diet",32.9279206718175,7.05259677852569,33.6668338383888,1
"3317","DrugBefore_YES","patient.before.diet",31.1264242720683,4.13481362691019,29.6310451890679,1
"3383.86206896552","DrugBefore_NO","control",41.9314694179489,9.21708581460305,40.8817462369134,1
"3383.86206896552","DrugBefore_NO","patient.after.diet",32.6380134330396,10.8380052985549,33.7019798191557,1
"3383.86206896552","DrugBefore_NO","patient.before.diet",38.9989725454662,9.82647161617913,38.0025889741861,1
"3383.86206896552","DrugBefore_YES","control",32.4819174571583,NA,32.4819174571583,1
"3383.86206896552","DrugBefore_YES","patient.after.diet",33.0832479931807,7.07826837613289,33.8059220818314,1
"3383.86206896552","DrugBefore_YES","patient.before.diet",31.8929536941493,4.31958508116422,31.4182017550831,1
"3606","DrugBefore_NO","control",42.5006868477939,9.32077128856396,41.6199160614953,1
"3606","DrugBefore_NO","patient.after.diet",33.0848211850263,11.0102728825457,34.1350178872493,1
"3606","DrugBefore_NO","patient.before.diet",39.5769392656536,9.97861260403952,38.7246200224599,1
"3606","DrugBefore_YES","control",33.0256385335199,NA,33.0256385335199,1
"3606","DrugBefore_YES","patient.after.diet",33.5805079908548,7.16145846585111,34.2551271739887,1
"3606","DrugBefore_YES","patient.before.diet",32.3449169761709,4.39980027393202,31.9206374891471,1
"3642","DrugBefore_NO","control",42.5902268836794,9.33677053297932,41.7375073752752,1
"3642","DrugBefore_NO","patient.after.diet",33.1637605668535,11.576118494186,34.8024763005891,1
"3642","DrugBefore_NO","patient.before.diet",39.6677379258964,10.0031245571649,38.8385627790858,1
"3642","DrugBefore_YES","control",33.1125796027082,NA,33.1125796027082,1
"3642","DrugBefore_YES","patient.after.diet",33.6587696911365,7.17470264670817,34.3263807006577,1
"3642","DrugBefore_YES","patient.before.diet",32.4159970921767,4.41218753275911,32,1
"3651","DrugBefore_NO","control",42.6124974134377,9.34073702848909,41.7668154050478,1
"3651","DrugBefore_NO","patient.after.diet",33.1814724186333,11.5832047110847,34.8162674790725,1
"3651","DrugBefore_NO","patient.before.diet",39.6903167409774,10.0092460342319,38.8669165849045,1
"3651","DrugBefore_YES","control",33.134263244788,NA,33.134263244788,1
"3651","DrugBefore_YES","patient.after.diet",33.6782363978689,7.17800380827704,34.3441278830239,1
"3651","DrugBefore_YES","patient.before.diet",32.5371556138648,5.09129533957437,32.1609187722026,1
"3703","DrugBefore_NO","control",42.9579831941141,9.74533079498503,42.4106103621366,1
"3703","DrugBefore_NO","patient.after.diet",33.2830755468269,11.623884766541,34.8953742100301,1
"3703","DrugBefore_NO","patient.before.diet",39.8198434306624,10.0445646925895,39.0297196156859,1
"3703","DrugBefore_YES","control",33.2591474043586,NA,33.2591474043586,1
"3703","DrugBefore_YES","patient.after.diet",33.7899504647473,7.19700209253258,34.446156905659,1
"3703","DrugBefore_YES","patient.before.diet",32.6355801248368,5.1119805799463,32.2634498951026,1
"3723","DrugBefore_NO","control",44.9134704527413,7.52798331089759,42.929472622106,1
"3723","DrugBefore_NO","patient.after.diet",33.321826535287,11.6394131350408,34.9255441422931,1
"3723","DrugBefore_NO","patient.before.diet",39.8692463780593,10.0581265562111,39.0918787796528,1
"3723","DrugBefore_YES","control",33.3070005121518,NA,33.3070005121518,1
"3723","DrugBefore_YES","patient.after.diet",33.8325770795213,7.20427590041033,34.485170219281,1
"3723","DrugBefore_YES","patient.before.diet",32.6731141310854,5.11982966384079,32.3026147848607,1
"3780","DrugBefore_NO","control",45.3425105553117,7.89498193628786,43.3381979382019,1
"3780","DrugBefore_NO","patient.after.diet",33.4312943625726,11.6833163554144,35.0107754075282,1
"3780","DrugBefore_NO","patient.before.diet",40.0088109076757,10.0967119701302,39.2676629647365,1
"3780","DrugBefore_YES","control",33.4428444942196,NA,33.4428444942196,1
"3780","DrugBefore_YES","patient.after.diet",33.9530482859185,7.22490912463576,34.5956755007085,1
"3780","DrugBefore_YES","patient.before.diet",32.7791261907512,5.14188109878544,32.413426282622,1
"3803","DrugBefore_NO","control",44.8807460050011,8.20352554768773,43.1026574131885,1
"3803","DrugBefore_NO","patient.after.diet",33.4750657048183,11.700885864879,35.0448596083612,1
"3803","DrugBefore_NO","patient.before.diet",40.0646189114551,10.1122544733263,39.3380271318896,1
"3803","DrugBefore_YES","control",33.4974362600641,NA,33.4974362600641,1
"3803","DrugBefore_YES","patient.after.diet",34.0012412620179,7.23319541460701,34.6399835753169,1
"3803","DrugBefore_YES","patient.before.diet",32.8215069799665,5.15064779265383,32.4578054997302,1
"4314","DrugBefore_NO","control",46.0467068469992,8.44051368967686,44.1523048696963,1
"4314","DrugBefore_NO","patient.after.diet",34.6681125110706,12.6880634963536,37.3159319103685,1
"4314","DrugBefore_NO","patient.before.diet",41.2368279860994,10.4539688079058,40.8235887883706,1
"4314","DrugBefore_YES","control",34.6794566414082,NA,34.6794566414082,1
"4314","DrugBefore_YES","patient.after.diet",35.0155782153825,7.41254517252163,35.5859321364587,1
"4314","DrugBefore_YES","patient.before.diet",33.7093742894948,5.32784684176774,33.3979412915008,1
"4399","DrugBefore_NO","control",46.2285587844733,8.4768340038506,44.318243616942,1
"4399","DrugBefore_NO","patient.after.diet",35.6757414944482,13.2107300000755,39.0961743734116,1
"4399","DrugBefore_NO","patient.before.diet",41.4205290713449,10.5102056435653,41.0573591567601,1
"4399","DrugBefore_YES","control",34.8706966247647,NA,34.8706966247647,1
"4399","DrugBefore_YES","patient.after.diet",35.1748127632115,7.44169727670126,35.7366884550689,1
"4399","DrugBefore_YES","patient.before.diet",33.8479495156136,5.3544084997143,33.5464493934514,1
"4483","DrugBefore_NO","control",47.3167080881122,8.61735210697761,44.7881698860883,1
"4483","DrugBefore_NO","patient.after.diet",35.8271541919459,13.2689611392971,39.317851225377,1
"4483","DrugBefore_NO","patient.before.diet",41.5992501159242,10.565627336628,41.2849455032849,1
"4483","DrugBefore_YES","control",35.0582720796876,NA,35.0582720796876,1
"4483","DrugBefore_YES","patient.after.diet",35.3297827988481,7.47037445640888,35.8839653508958,1
"4483","DrugBefore_YES","patient.before.diet",33.9825747100856,5.37994242334312,33.6911774193146,1
"4511.48275862069","DrugBefore_NO","control",47.3775620619091,8.62754131508549,44.8411075808095,1
"4511.48275862069","DrugBefore_NO","patient.after.diet",35.8771165088606,13.2881585481145,39.3910910178218,1
"4511.48275862069","DrugBefore_NO","patient.before.diet",41.6582201563345,10.5840681192017,41.3600666270475,1
"4511.48275862069","DrugBefore_YES","control",35.1204897655997,NA,35.1204897655997,1
"4511.48275862069","DrugBefore_YES","patient.after.diet",34.9527913189067,7.45336039441744,35.4891004187975,1
"4511.48275862069","DrugBefore_YES","patient.before.diet",34.0269505575557,5.38830180634726,33.7389808352051,1
"5208","DrugBefore_NO","control",48.7957691452157,8.85797689404577,46.0617637911526,1
"5208","DrugBefore_NO","patient.after.diet",37.047873174642,13.7349388759596,41.1171298699587,1
"5208","DrugBefore_NO","patient.before.diet",43.0395941900788,11.0381848329638,43.1209730161164,1
"5208","DrugBefore_YES","control",36.6225290207651,NA,36.6225290207651,1
"5208","DrugBefore_YES","patient.after.diet",36.0997384458793,7.6407904195833,36.6017932250013,1
"5208","DrugBefore_YES","patient.before.diet",35.0587650891029,5.57560500727616,34.8638220423281,1
"5639.10344827586","DrugBefore_NO","control",49.5931086845843,8.98231079184774,46.7358380399483,1
"5639.10344827586","DrugBefore_NO","patient.after.diet",42.0406184344695,5.54941042043369,43.0165888060819,1
"5639.10344827586","DrugBefore_NO","patient.before.diet",43.8222861747,11.3146358024504,44.1170606090045,1
"5639.10344827586","DrugBefore_YES","control",37.5094633422423,NA,37.5094633422423,1
"5639.10344827586","DrugBefore_YES","patient.after.diet",36.7453318741512,7.75164459628088,37.2678350702406,1
"5639.10344827586","DrugBefore_YES","patient.before.diet",35.6354464132761,5.67591915362554,35.5032073104051,1
"5947","DrugBefore_NO","control",50.1318451614372,9.06464690312375,47.1857933156374,1
"5947","DrugBefore_NO","patient.after.diet",42.5411096204559,5.64062593362429,43.612467223567,1
"5947","DrugBefore_NO","patient.before.diet",44.3533819781662,11.5102755880261,44.7913464326339,1
"5947","DrugBefore_YES","control",38.1250852085782,NA,38.1250852085782,1
"5947","DrugBefore_YES","patient.after.diet",37.1814719630397,7.82930004319801,37.7621263396803,1
"5947","DrugBefore_YES","patient.before.diet",36.0229401844558,5.74258548325334,35.9368897381145,1
"5957","DrugBefore_NO","control",50.1489392424041,9.06724097272151,47.1999951097818,1
"5957","DrugBefore_NO","patient.after.diet",42.5570291119152,5.64349264357441,43.6314016369456,1
"5957","DrugBefore_NO","patient.before.diet",43.0961173380665,12.0632346864821,41.690371307579,1
"5957","DrugBefore_YES","control",38.1448268301297,NA,38.1448268301297,1
"5957","DrugBefore_YES","patient.after.diet",37.1953078720821,7.83180447075736,37.7778247608928,1
"5957","DrugBefore_YES","patient.before.diet",36.0352017681103,5.74469374919459,35.9506641113188,1
"6154","DrugBefore_NO","control",50.4808788865619,9.11742085200504,47.4748361646462,1
"6154","DrugBefore_NO","patient.after.diet",42.0819764681222,5.66937826145918,43.2036262484593,1
"6154","DrugBefore_NO","patient.before.diet",43.4303334772917,12.2109523526588,41.9806551127586,1
"6154","DrugBefore_YES","control",38.5306433899733,NA,38.5306433899733,1
"6154","DrugBefore_YES","patient.after.diet",37.4639333542327,7.88096565754824,38.0827334979161,1
"6154","DrugBefore_YES","patient.before.diet",36.2728504040729,5.78561594472567,36.2182366611944,1
"6174","DrugBefore_NO","control",50.5140783157506,9.12242102622567,47.5022263155215,1
"6174","DrugBefore_NO","patient.after.diet",42.7938744217704,5.89430822278316,44.0362105675062,1
"6174","DrugBefore_NO","patient.before.diet",43.463841952342,12.2259305282093,42.0096969823697,1
"6174","DrugBefore_YES","control",38.5694860892459,NA,38.5694860892459,1
"6174","DrugBefore_YES","patient.after.diet",36.8697403283244,7.66146930031349,37.6884157941739,1
"6174","DrugBefore_YES","patient.before.diet",36.2965700057974,5.78971037096189,36.2450051794,1
