"feature","Drug.Before.Diet","mean","sd","median","incidence"
"Veillonella","DrugBefore_NO",-18.3491674045353,22.7419055522887,-19.506516931324,0.25
"Veillonella","DrugBefore_YES",-0.170268171335112,23.2767921595418,0,0.3
"Streptococcus","DrugBefore_NO",1.64182716252718,30.2417006509553,0.666754576159617,0.5
"Streptococcus","DrugBefore_YES",-3.40643382934038,25.1962486398548,-1.13153575931286,0.4
"Alistipes","DrugBefore_NO",0.242849706855563,27.8925754344543,1.21873834396649,0.5
"Alistipes","DrugBefore_YES",11.1717937954134,27.3441976822048,0.168499291626655,0.5
"Gemmiger","DrugBefore_NO",-7.96814321977953,17.5104010026958,0.00763792854177536,0.5
"Gemmiger","DrugBefore_YES",-0.143541397097436,1.32029706472408,0,0.2
"Enterococcus","DrugBefore_NO",18.6143538779551,17.5835235025841,19.7340702128072,0.75
"Enterococcus","DrugBefore_YES",-7.74599877602419,23.0683208614949,0,0.1
"Sutterella","DrugBefore_NO",6.88655733704791,16.9060713539388,-1.10397907656645,0.25
"Sutterella","DrugBefore_YES",10.6296068057741,17.5418132520749,0,0.4
"Turicibacter","DrugBefore_NO",10.1625447551166,17.2992815064045,2.37885862389886,0.5
"Turicibacter","DrugBefore_YES",-0.674419367798672,28.8838142741928,0,0.3
"Lactobacillus","DrugBefore_NO",18.4432528947272,19.7741432343081,18.705532482646,0.75
"Lactobacillus","DrugBefore_YES",-10.034183986519,16.1871028740284,0,0
"Unclassified_Enterobacteriaceae","DrugBefore_NO",18.4222671578146,21.326069199865,17.4946375431031,0.5
"Unclassified_Enterobacteriaceae","DrugBefore_YES",-10.5070634558133,17.5312008235619,0,0.2
"Akkermansia","DrugBefore_NO",0.84844484457935,1.6968896891587,0,0.25
"Akkermansia","DrugBefore_YES",6.9457887659097,16.3547768563776,0,0.2
"Unclassified_Lactobacillales","DrugBefore_NO",9.48478436802538,15.3786768711597,2.87355746892718,0.5
"Unclassified_Lactobacillales","DrugBefore_YES",-6.44699597867136,13.59982245039,0,0
"Megamonas","DrugBefore_NO",8.04800563356179,16.0960112671236,0,0.25
"Megamonas","DrugBefore_YES",0,0,0,0
"Odoribacter","DrugBefore_NO",-1.15524473938806,3.24447627072505,0,0.25
"Odoribacter","DrugBefore_YES",3.83344810519303,12.4692658098621,0,0.1
"Unclassified_Burkholderiales","DrugBefore_NO",0,0,0,0
"Unclassified_Burkholderiales","DrugBefore_YES",2.91182841004427,10.2702244676931,0,0.1
"Parasutterella","DrugBefore_NO",-1.02316435968714,2.04632871937429,0,0
"Parasutterella","DrugBefore_YES",0.0184481420364092,0.05833814743335,0,0.1
