"Bacteroides.Otu0001"	"Bacteroides.Otu2520"	"Prevotella.Otu1987"	"Bacteroides.Otu2654"	"Bacteroides.Otu0863"	"Bacteroides.Otu2038"	"Faecalibacterium.Otu0067"	"Alistipes.Otu2508"	"Ruminococcus.Otu1859"	"Bacteroides.Otu2065"	"Bacteroides.Otu0848"	"Prevotella.Otu1994"	"Bacteroides.Otu2431"	"Alistipes.Otu1466"	"Bacteroides.Otu2625"	"Erysipelotrichaceae_incertae_sedis.Otu0818"	"Blautia.Otu2475"	"Bacteroides.Otu0480"	"Bacteroides.Otu0929"	"Clostridium_XI.Otu1804"	"Bacteroides.Otu0069"	"Escherichia_Shigella.Otu2393"	"Bacteroides.Otu2765"	"Bacteroides.Otu0661"	"Bacteroides.Otu2481"	"Bacteroides.Otu1201"	"Bacteroides.Otu0006"	"Bacteroides.Otu2437"	"Akkermansia.Otu1935"	"Bacteroides.Otu1726"	"Faecalibacterium.Otu0751"	"Bifidobacterium.Otu1244"	"Prevotella.Otu1633"	"Dorea.Otu1142"	"Lactobacillus.Otu0959"	"Megamonas.Otu2657"	"Prevotella.Otu2602"	"Clostridium_XlVa.Otu0236"	"Ruminococcaceae.Otu1504"	"Sutterella.Otu0171"	"Lachnospiraceae.Otu2512"	"Lactobacillales.Otu0504"	"Bacteroides.Otu2104"	"Prevotella.Otu1803"	"Lachnospiraceae.Otu0220"	"Bacteroides.Otu1565"	"Enterococcus.Otu1019"	"Gemmiger.Otu0907"	"Clostridium_XI.Otu2681"	"Bacteroides.Otu2216"	"Megamonas.Otu1877"	"Ruminococcus.Otu0422"	"Parabacteroides.Otu1736"	"Lachnospiraceae.Otu2222"	"Sutterella.Otu1997"	"Clostridium_IV.Otu1864"	"Bacteroides.Otu0877"	"Lachnospiraceae.Otu0898"	"Phascolarctobacterium.Otu1814"	"Prevotella.Otu0634"	"Prevotella.Otu0738"	"Parabacteroides.Otu1378"	"Clostridiales.Otu1597"	"Lachnospiracea_incertae_sedis.Otu1152"	"Prevotella.Otu1319"	"Klebsiella.Otu1452"	"Lachnospiracea_incertae_sedis.Otu0113"	"Blautia.Otu2495"	"Roseburia.Otu1051"	"Bacteroidales.Otu1168"	"Alistipes.Otu0529"	"Bacteroides.Otu2375"	"Prevotella.Otu1563"	"Bacteroides.Otu2120"	"Lachnospiraceae.Otu2599"	"Parabacteroides.Otu1107"	"Streptococcus.Otu0749"	"Bacteroides.Otu1624"	"Bacteroides.Otu2534"	"Lachnospiraceae.Otu0272"	"Lachnospiracea_incertae_sedis.Otu1990"	"Prevotella.Otu0882"	"Bacteroides.Otu0786"	"Lachnospiraceae.Otu0875"	"Lachnospiracea_incertae_sedis.Otu0778"	"Ruminococcaceae.Otu0064"	"Bacteroides.Otu1411"	"Prevotella.Otu0773"	"Lachnospiracea_incertae_sedis.Otu2549"	"Roseburia.Otu2084"	"Coprococcus.Otu0802"	"Prevotella.Otu2666"	"Lachnospiracea_incertae_sedis.Otu2746"	"Catenibacterium.Otu2320"	"Lachnospiraceae.Otu0790"	"Bacteroides.Otu2460"	"Prevotellaceae.Otu2503"	"Ruminococcus.Otu1429"	"Lachnospiraceae.Otu0578"	"Blautia.Otu0591"	"Ruminococcaceae.Otu2510"	"Ruminococcus.Otu1027"	"Lachnospiraceae.Otu1734"	"Prevotella.Otu2501"	"Lachnospiraceae.Otu2612"	"Oscillibacter.Otu1518"	"Ruminococcaceae.Otu2507"	"Bacteroides.Otu1669"	"Bacteroides.Otu0752"	"Lachnospiracea_incertae_sedis.Otu0651"	"Bacteroides.Otu2343"	"Bacteroides.Otu0775"	"Bacteroides.Otu2383"	"Blautia.Otu0620"	"Prevotella.Otu2702"	"Prevotella.Otu2220"	"Ruminococcus.Otu1915"	"Ruminococcus.Otu2545"	"Prevotella.Otu2327"	"Roseburia.Otu2637"	"Bacteroides.Otu0801"	"Bacteroides.Otu2277"	"other"
469	68	0	231	2	9	12	0	0	0	0	0	42	20	0	8	17	0	24	4	59	1	5	17	0	18	19	0	0	0	7	0	0	31	0	54	0	13	0	0	3	0	4	0	53	1	0	0	0	0	74	0	2	15	0	1	116	15	24	0	0	17	0	38	0	0	0	1	9	0	0	6	0	7	10	22	0	51	159	22	0	0	10	22	7	0	0	0	4	9	1	0	0	0	4	5	0	0	20	3	0	0	4	0	1	0	2	1	2	3	9	10	5	2	0	0	0	0	0	5	0	0	696
437	136	0	172	99	26	54	693	112	178	166	0	78	1003	40	0	72	25	55	40	52	2	69	44	0	33	43	21	38	0	24	0	0	14	0	0	0	6	0	9	113	0	31	0	29	1	0	75	5	16	0	0	123	10	0	0	7	0	0	15	0	5	0	20	0	0	31	10	4	43	140	14	0	6	2	17	0	104	0	3	32	0	0	12	13	63	7	0	6	8	0	0	11	0	5	12	0	5	0	13	0	15	4	0	6	89	40	7	6	2	0	20	13	10	0	0	16	12	0	4	0	0	1976
288	125	0	1	375	10	73	433	31	0	22	0	161	66	98	3	6	407	21	34	46	22	6	18	1	144	6	137	98	3	14	0	2	17	0	0	0	12	165	0	1	0	3	0	9	3	0	18	16	0	0	16	44	5	0	24	10	2	115	0	0	49	47	11	0	1	1	10	9	0	29	4	0	4	3	0	0	0	0	4	2	0	13	8	0	6	4	0	8	8	26	0	2	0	6	10	0	13	13	1	1	3	5	0	1	43	8	2	14	0	6	22	2	0	0	0	0	0	0	2	0	0	1180
221	900	0	6	35	6	3	1	784	0	5	0	1	392	2	3	6	0	1	18	40	0	0	0	0	3	19	0	1	0	0	1	0	16	0	0	0	6	0	0	0	0	0	0	26	0	1	0	2	0	0	305	0	0	1	94	5	10	0	0	0	36	19	32	0	0	2	0	2	0	0	3	0	4	1	14	0	0	0	0	3	0	25	20	0	0	0	0	0	2	1	0	5	0	4	0	0	8	0	2	0	0	3	0	0	0	2	17	6	3	4	0	0	6	0	0	34	17	0	0	0	0	534
288	0	0	0	0	10	18	2	76	1072	0	0	53	75	0	0	2	447	0	5	30	0	0	0	0	0	8	41	0	0	1	0	0	1	0	0	0	2	0	0	2	0	0	0	2	1	0	0	0	210	0	0	0	0	0	12	0	0	0	0	0	8	0	2	0	0	4	0	0	0	0	3	0	4	0	6	0	0	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	0	1	1	0	17	0	1	0	0	0	0	0	0	0	0	13	1	4	9	0	0	0	0	3	2	0	0	0	0	333
14	20	373	4	8	0	342	113	286	0	1	1055	4	0	4	3	84	0	3	33	0	2	2	0	1	6	0	25	0	0	68	9	94	23	0	0	7	26	0	17	9	0	1	9	6	0	0	45	1	0	0	0	2	57	7	41	1	0	0	11	2	0	134	9	11	0	25	92	7	0	0	0	5	4	3	2	0	0	0	12	37	4	1	1	5	173	1	3	19	6	82	0	14	0	28	1	135	14	7	29	0	19	1	1	34	2	0	1	3	0	1	0	0	6	0	1	3	5	1	2	0	0	1062
2163	1267	1	164	71	443	372	0	248	353	1110	0	272	10	57	76	91	1	364	154	188	9	320	249	0	2	351	2	0	0	162	3	0	129	0	0	1	74	0	0	176	0	157	0	63	1	0	18	47	134	0	0	105	38	83	0	120	11	0	1	0	4	0	40	0	0	37	31	45	5	67	114	0	0	20	15	0	0	0	26	81	0	0	35	92	292	2	0	5	58	0	0	47	0	11	14	0	46	5	17	0	32	19	0	113	0	0	58	16	112	1	27	5	45	0	0	32	35	0	96	0	0	2289
519	204	0	50	70	18	201	202	119	260	119	0	146	17	24	0	70	0	124	45	58	0	105	84	0	12	34	0	0	0	83	0	0	19	0	0	0	86	52	0	120	0	59	0	30	0	0	57	1	17	0	0	35	48	166	52	13	0	0	5	0	20	0	11	0	0	36	24	34	2	26	6	0	23	13	7	0	33	0	32	23	0	0	13	43	0	22	0	15	16	159	0	17	0	3	4	0	16	6	9	358	2	17	0	27	22	7	8	4	144	0	1	18	5	0	0	17	16	0	30	0	0	1846
479	189	0	12	138	52	359	0	160	1	29	0	788	0	27	0	87	48	380	45	64	0	25	614	4752	218	59	837	0	3709	142	0	0	33	0	191	0	16	13	29	207	0	13	0	106	25	0	98	1	0	0	55	55	29	0	3	10	0	0	1	0	5	0	26	0	0	92	36	18	0	0	51	0	14	16	6	0	5	0	4	33	0	11	39	16	0	363	0	14	20	1	0	23	0	3	16	0	10	50	12	0	23	17	0	33	8	2	10	117	1	6	79	48	7	0	0	24	37	0	16	438	8	1557
384	1158	0	26	1848	1823	71	6	25	0	68	0	345	96	14	11	123	0	1011	10	24	0	12	673	0	310	232	0	0	0	39	0	0	4	0	0	0	60	0	0	2	0	14	0	6	0	0	86	0	0	0	0	0	0	0	0	43	10	0	0	0	0	0	0	0	0	4	75	14	0	0	85	0	0	1	0	0	2	0	1	1	0	30	37	150	0	1	0	3	39	0	0	0	0	36	14	0	0	0	16	0	0	2	0	85	0	0	25	7	1	29	1	170	53	0	0	5	7	0	14	0	0	2107
1332	38	0	201	75	4	45	0	0	0	126	0	0	0	0	0	0	0	0	0	154	0	114	0	0	0	41	0	2	0	5	0	0	0	0	0	0	1	0	0	0	0	71	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	237
510	120	110	13	66	52	87	52	1	0	46	169	15	0	58	0	1	2	52	11	46	0	53	15	0	121	34	2	0	0	24	0	3	0	0	0	14	1	0	0	0	0	20	11	0	1	0	5	0	0	0	0	15	0	152	0	3	0	0	6	0	95	0	0	10	0	0	0	0	135	20	1	23	34	0	0	0	0	0	0	0	49	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	9	12	0	0	0	2	0	0	2	0	0	3	0	0	0	320
2491	142	1759	565	454	257	44	631	0	0	87	0	68	583	11	0	42	0	242	5	302	0	109	220	0	225	298	1	0	0	14	0	737	42	0	0	189	8	0	0	23	0	75	181	5	0	1	11	3	0	0	0	3	0	208	9	15	12	5	246	1601	175	14	2	3	0	10	5	10	13	0	56	47	142	8	21	0	1	4	0	2	134	206	13	9	2	1	2	0	27	1	1	1	0	19	12	0	12	0	11	0	0	14	428	20	11	0	6	10	2	174	3	54	8	0	574	0	0	12	10	0	0	2259
136	447	0	36	57	2	47	38	0	0	172	0	65	8	6	19	5	0	20	22	24	0	126	21	0	15	6	27	534	0	9	1	0	39	0	0	0	7	0	13	0	0	50	0	13	38	0	26	2	1	0	0	15	0	0	0	17	4	54	0	0	16	0	0	0	0	3	0	0	0	0	11	0	5	1	55	0	1	0	1	0	0	8	45	0	0	2	0	0	3	2	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	4	16	6	19	12	2	2	2	0	0	0	0	0	0	0	0	759
391	569	0	202	6	32	22	0	7	324	359	0	25	0	614	13	16	0	11	1	54	0	37	13	0	6	24	0	0	0	7	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	11	1	0	115	0	0	0	0	6	0	13	1	0	0	0	0	0	0	0	0	0	0	7	2	0	18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	0	0	0	3	0	0	0	0	0	0	0	13	8	4	0	0	0	2	0	0	0	1	0	0	0	0	314
418	189	0	53	25	23	57	50	10	0	144	0	43	3	1	2	9	0	38	47	43	1	54	36	0	25	29	18	48	0	6	0	0	3	0	0	0	2	223	0	59	0	28	0	4	10	0	37	10	1	0	0	13	17	0	72	4	2	34	0	0	1	0	3	0	0	13	2	1	0	0	2	0	8	1	1	0	1	0	1	11	0	7	1	9	4	10	0	8	9	0	0	8	0	2	0	0	0	0	2	0	2	4	0	18	0	0	19	6	11	10	2	2	7	0	0	5	4	0	7	0	0	708
5338	3397	0	777	31	489	101	698	0	1	253	0	464	435	1177	12	31	0	743	0	1256	0	401	423	0	495	641	125	2	0	41	0	0	14	0	0	0	45	0	1	3	0	137	1	2	25	0	25	0	0	0	0	3	3	0	0	74	11	32	0	0	0	0	5	0	0	14	6	5	7	107	230	0	75	6	0	0	3	294	1	1	0	0	25	1	0	386	0	1	79	3	0	2	0	98	165	1	0	1	7	0	0	7	0	0	5	95	89	153	0	1	58	3	24	0	0	0	0	1	0	0	9	2917
1285	30	1028	177	34	243	298	7	0	0	83	134	148	32	11	18	5	1	23	0	114	0	92	9	0	51	226	89	1	0	42	0	441	0	0	0	163	52	0	242	1	0	42	132	0	0	0	1	0	0	0	0	74	0	50	0	1	4	0	68	152	81	0	0	86	3	0	2	0	6	39	51	52	10	0	308	0	0	0	0	0	81	0	0	0	4	9	68	0	0	0	576	0	66	0	0	226	0	0	0	0	0	2	236	0	7	3	12	20	0	0	60	1	1	6	45	0	0	11	0	0	0	2626
0	0	3765	0	0	1	48	1	16	0	0	1574	0	0	0	0	42	0	1	16	0	6	1	0	0	0	0	0	0	0	15	0	224	9	0	0	670	3	0	0	25	0	0	507	2	0	0	6	0	0	0	0	14	3	16	11	0	0	0	17	8	0	32	0	493	7	25	3	6	0	0	0	171	19	4	0	0	0	0	1	2	4	0	3	6	0	0	415	4	3	19	117	1	50	36	0	88	15	0	4	0	0	3	21	6	9	1	0	0	4	0	0	0	3	505	26	1	1	201	5	0	0	2031
535	2	6	0	0	48	761	0	0	0	0	0	0	0	0	319	358	0	0	1041	47	1178	1	0	0	0	51	0	0	0	336	0	1	308	0	1	2	209	0	0	1	0	0	2	2	0	0	11	934	0	0	0	1	1	0	0	0	7	0	0	0	1	0	0	2	63	28	2	83	0	0	7	0	4	148	0	1	0	0	1	0	0	12	8	10	0	0	0	19	41	3	0	0	0	67	0	0	0	14	73	0	0	215	0	0	0	0	0	0	9	6	0	0	18	0	0	0	0	1	33	0	0	2147
142	0	0	2	43	760	113	0	0	0	349	0	83	0	0	2	3	0	72	10	4	0	145	82	0	2	63	0	16	0	19	0	1	0	0	0	0	6	0	0	0	0	67	0	0	0	3	0	1	0	0	0	40	0	0	2	4	4	0	0	0	0	10	0	0	0	8	1	6	0	0	16	0	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	6	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	7	1	0	0	0	0	0	0	0	0	587
556	2482	0	9	392	449	289	389	1971	0	17	0	423	246	11	2	198	0	387	138	85	0	21	308	0	47	122	1	0	1	75	0	0	53	0	0	0	48	0	0	165	0	11	1	89	2	0	173	0	0	0	1	0	11	0	0	64	1	0	0	0	11	2	38	0	0	71	45	28	0	1	8	0	2	17	14	0	4	0	1	75	0	8	40	24	0	1	0	65	24	2	0	66	0	3	11	0	142	19	24	0	44	15	0	26	7	451	70	1	2	3	0	117	30	0	0	220	229	0	5	0	0	2927
539	27	0	18	535	4	65	192	12	2	39	0	134	420	2	10	49	159	120	131	64	11	30	122	0	78	33	149	0	0	29	0	0	55	0	0	0	4	221	0	25	0	19	0	21	64	0	40	6	0	0	0	0	16	0	113	23	2	4	0	0	3	0	20	0	1	16	9	19	0	60	35	0	31	27	3	0	35	0	5	56	0	0	20	10	0	40	0	3	45	0	0	44	0	37	4	0	38	1	3	0	0	27	0	1	30	1	3	12	3	0	25	17	24	0	0	10	12	0	2	0	5	1623
0	1	4	0	31	1	106	0	0	0	1	0	0	0	0	1018	69	0	0	91	0	7	9	0	0	11	0	0	0	0	31	22	41	8	3	0	0	17	0	3	2	392	7	0	3	0	2	2	0	0	0	0	2	15	0	0	15	26	0	0	0	2	0	5	0	0	3	7	44	0	0	0	1	1	52	0	4	0	0	3	0	0	0	9	29	0	0	0	6	6	3	0	0	0	2	0	0	0	0	16	0	0	3	3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	2	0	0	482
