".record.id","DietStatus","feature","Richness"
"SM49","before.diet","2424",112.033244452471
"SM52","before.diet","2424",194.267066686557
"SM53","after.diet","2424",127.607606634868
"SM56","after.diet","2424",79.7179134026209
"SM57","before.diet","2424",114.438554468993
"SM58","after.diet","2424",92.2322939962054
"SM62","before.diet","2424",46.6467011341878
"SM64","after.diet","2424",130.304024960824
"SM77","after.diet","2424",196.800198552616
"SM79","after.diet","2424",173.002589583995
"SM8","before.diet","2424",112.869685894802
"SM83","before.diet","2424",117.706124208128
"SM84","before.diet","2424",176.703020906995
"SM86","after.diet","2424",163.964871184232
"SM87","before.diet","2424",139.39041346269
"SM88","after.diet","2424",146.121060305866
"SM9","after.diet","2424",118.881806354941
"SM90","after.diet","2424",216
"SM96","before.diet","2424",147.194746956531
"SM1","before.diet","2431",159.262512857204
"SM11","after.diet","2431",148.464542939707
"SM12","before.diet","2431",153.845858825675
"SM13","before.diet","2431",NA
"SM14","before.diet","2431",169.804977627844
"SM17","before.diet","2431",NA
"SM19","after.diet","2431",NA
"SM2","before.diet","2431",106.636735593395
"SM23","after.diet","2431",NA
"SM3","after.diet","2431",208.112818252335
"SM33","before.diet","2431",52.3238785778432
"SM38","after.diet","2431",82.5985119118109
"SM41","before.diet","2431",200.774754002516
"SM45","after.diet","2431",2.46663396009747
"SM49","before.diet","2431",112.15699301067
"SM52","before.diet","2431",194.510555202231
"SM53","after.diet","2431",127.739260985737
"SM56","after.diet","2431",79.8044316516551
"SM57","before.diet","2431",114.575025680358
"SM58","after.diet","2431",92.3399750545108
"SM62","before.diet","2431",46.6839652743931
"SM64","after.diet","2431",130.471051153498
"SM77","after.diet","2431",197.041254050062
"SM79","after.diet","2431",173.22710309479
"SM8","before.diet","2431",112.980409880036
"SM83","before.diet","2431",117.842745846678
"SM84","before.diet","2431",176.89708214028
"SM86","after.diet","2431",164.140204761746
"SM87","before.diet","2431",139.55233907791
"SM88","after.diet","2431",146.286353104812
"SM9","after.diet","2431",119
"SM90","after.diet","2431",NA
"SM96","before.diet","2431",147.363120874209
"SM1","before.diet","2491",160.773912866699
"SM11","after.diet","2491",149.94272557388
"SM12","before.diet","2491",155.367245635885
"SM13","before.diet","2491",NA
"SM14","before.diet","2491",171.328724997313
"SM17","before.diet","2491",NA
"SM19","after.diet","2491",NA
"SM2","before.diet","2491",107.640513236402
"SM23","after.diet","2491",NA
"SM3","after.diet","2491",210.193418829125
"SM33","before.diet","2491",52.6946824735329
"SM38","after.diet","2491",83.2661782141102
"SM41","before.diet","2491",202.734717764033
"SM45","after.diet","2491",2.47819374683122
"SM49","before.diet","2491",113.207008036369
"SM52","before.diet","2491",196.577565668214
"SM53","after.diet","2491",128.855831137524
"SM56","after.diet","2491",80.5394164276353
"SM57","before.diet","2491",115.732812549308
"SM58","after.diet","2491",93.2544615730463
"SM62","before.diet","2491",47
"SM64","after.diet","2491",131.890519103799
"SM77","after.diet","2491",199.090165234868
"SM79","after.diet","2491",175.133571398637
"SM8","before.diet","2491",113.918640162023
"SM83","before.diet","2491",119.002283329721
"SM84","before.diet","2491",178.546202083938
"SM86","after.diet","2491",165.628234069775
"SM87","before.diet","2491",140.928951394895
"SM88","after.diet","2491",147.69019772834
"SM9","after.diet","2491",NA
"SM90","after.diet","2491",NA
"SM96","before.diet","2491",148.791114356962
"SM1","before.diet","2542",162.03922800222
"SM11","after.diet","2542",151.18110844264
"SM12","before.diet","2542",156.641518985465
"SM13","before.diet","2542",NA
"SM14","before.diet","2542",172.598494289969
"SM17","before.diet","2542",NA
"SM19","after.diet","2542",NA
"SM2","before.diet","2542",108.479783877023
"SM23","after.diet","2542",NA
"SM3","after.diet","2542",211.935307374558
"SM33","before.diet","2542",53
"SM38","after.diet","2542",83.8234832259399
"SM41","before.diet","2542",204.373635087271
"SM45","after.diet","2542",2.48801179424654
"SM49","before.diet","2542",114.084825808644
"SM52","before.diet","2542",198.307029674783
"SM53","after.diet","2542",129.788614702956
"SM56","after.diet","2542",81.1549793020834
"SM57","before.diet","2542",116.70060031958
"SM58","after.diet","2542",94.020175511036
"SM62","before.diet","2542",NA
"SM64","after.diet","2542",133.080371126744
"SM77","after.diet","2542",200.808025500016
"SM79","after.diet","2542",176.729400239355
"SM8","before.diet","2542",114.701245044427
"SM83","before.diet","2542",119.97207159528
"SM84","before.diet","2542",179.928340432636
"SM86","after.diet","2542",166.872791174226
"SM87","before.diet","2542",142.083598204702
"SM88","after.diet","2542",148.865717082795
"SM9","after.diet","2542",NA
"SM90","after.diet","2542",NA
"SM96","before.diet","2542",149.984013587387
"SM1","before.diet","2628",164.134320564
"SM11","after.diet","2628",153.233288653385
"SM12","before.diet","2628",158.752576990339
"SM13","before.diet","2628",NA
"SM14","before.diet","2628",174.689262026743
"SM17","before.diet","2628",NA
"SM19","after.diet","2628",NA
"SM2","before.diet","2628",109.867282760965
"SM23","after.diet","2628",NA
"SM3","after.diet","2628",214.819406025782
"SM33","before.diet","2628",NA
"SM38","after.diet","2628",84.7430460829864
"SM41","before.diet","2628",207.083107635262
"SM45","after.diet","2628",2.50455562868705
"SM49","before.diet","2628",115.535640929097
"SM52","before.diet","2628",201.168534461038
"SM53","after.diet","2628",131.329097588427
"SM56","after.diet","2628",82.174290118288
"SM57","before.diet","2628",118.300264605744
"SM58","after.diet","2628",95.2884271725124
"SM62","before.diet","2628",NA
"SM64","after.diet","2628",135.053565918297
"SM77","after.diet","2628",203.657487480661
"SM79","after.diet","2628",179.371001409141
"SM8","before.diet","2628",115.99112357707
"SM83","before.diet","2628",121.575734347486
"SM84","before.diet","2628",182.219740699255
"SM86","after.diet","2628",168.931289567019
"SM87","before.diet","2628",144
"SM88","after.diet","2628",150.812628877376
"SM9","after.diet","2628",NA
"SM90","after.diet","2628",NA
"SM96","before.diet","2628",151.953819626671
"SM1","before.diet","2641",164.446943692622
"SM11","after.diet","2641",153.539682685929
"SM12","before.diet","2641",159.067698744438
"SM13","before.diet","2641",NA
"SM14","before.diet","2641",175
"SM17","before.diet","2641",NA
"SM19","after.diet","2641",NA
"SM2","before.diet","2641",110.074090573324
"SM23","after.diet","2641",NA
"SM3","after.diet","2641",215.249736341672
"SM33","before.diet","2641",NA
"SM38","after.diet","2641",84.8799244657874
"SM41","before.diet","2641",207.48692432979
"SM45","after.diet","2641",2.50705539319072
"SM49","before.diet","2641",115.751826204719
"SM52","before.diet","2641",201.595284914877
"SM53","after.diet","2641",131.558533331253
"SM56","after.diet","2641",82.3263609065177
"SM57","before.diet","2641",118.538679015955
"SM58","after.diet","2641",95.477725948326
"SM62","before.diet","2641",NA
"SM64","after.diet","2641",135.348330593677
"SM77","after.diet","2641",204.083210931075
"SM79","after.diet","2641",179.765070354949
"SM8","before.diet","2641",116.182941163718
"SM83","before.diet","2641",121.814787863082
"SM84","before.diet","2641",182.561949342399
"SM86","after.diet","2641",169.238228084354
"SM87","before.diet","2641",NA
"SM88","after.diet","2641",151.103195174813
"SM9","after.diet","2641",NA
"SM90","after.diet","2641",NA
"SM96","before.diet","2641",152.247158056154
"SM1","before.diet","2678.75862068966",165.354804683843
"SM11","after.diet","2678.75862068966",154.429703643563
"SM12","before.diet","2678.75862068966",159.982981180951
"SM13","before.diet","2678.75862068966",NA
"SM14","before.diet","2678.75862068966",NA
"SM17","before.diet","2678.75862068966",NA
"SM19","after.diet","2678.75862068966",NA
"SM2","before.diet","2678.75862068966",110.674323901622
"SM23","after.diet","2678.75862068966",NA
"SM3","after.diet","2678.75862068966",216.499362591231
"SM33","before.diet","2678.75862068966",NA
"SM38","after.diet","2678.75862068966",85.2769370296259
"SM41","before.diet","2678.75862068966",208.658860514576
"SM45","after.diet","2678.75862068966",2.51436112651572
"SM49","before.diet","2678.75862068966",116.37916595898
"SM52","before.diet","2678.75862068966",202.834220146474
"SM53","after.diet","2678.75862068966",132.224181889458
"SM56","after.diet","2678.75862068966",82.7678882890303
"SM57","before.diet","2678.75862068966",119.230640552471
"SM58","after.diet","2678.75862068966",96.027548515319
"SM62","before.diet","2678.75862068966",NA
"SM64","after.diet","2678.75862068966",136.204823784878
"SM77","after.diet","2678.75862068966",205.320300017858
"SM79","after.diet","2678.75862068966",180.90927227733
"SM8","before.diet","2678.75862068966",116.73899334729
"SM83","before.diet","2678.75862068966",122.508627640179
"SM84","before.diet","2678.75862068966",183.556140794078
"SM86","after.diet","2678.75862068966",170.129269074494
"SM87","before.diet","2678.75862068966",NA
"SM88","after.diet","2678.75862068966",151.947083609313
"SM9","after.diet","2678.75862068966",NA
"SM90","after.diet","2678.75862068966",NA
"SM96","before.diet","2678.75862068966",153.098129671095
"SM1","before.diet","2697",165.78178876395
"SM11","after.diet","2697",154.848423777742
"SM12","before.diet","2697",160.413539419607
"SM13","before.diet","2697",NA
"SM14","before.diet","2697",NA
"SM17","before.diet","2697",NA
"SM19","after.diet","2697",NA
"SM2","before.diet","2697",110.956450801935
"SM23","after.diet","2697",NA
"SM3","after.diet","2697",217.087050723815
"SM33","before.diet","2697",NA
"SM38","after.diet","2697",85.4634134324655
"SM41","before.diet","2697",209.209646285596
"SM45","after.diet","2697",2.51782114405811
"SM49","before.diet","2697",116.673970903711
"SM52","before.diet","2697",203.416731684506
"SM53","after.diet","2697",132.536921665219
"SM56","after.diet","2697",82.9754894865015
"SM57","before.diet","2697",119.555883664089
"SM58","after.diet","2697",96.2861946831421
"SM62","before.diet","2697",NA
"SM64","after.diet","2697",136.607904186069
"SM77","after.diet","2697",205.902528155322
"SM79","after.diet","2697",181.447313308502
"SM8","before.diet","2697",117
"SM83","before.diet","2697",122.834755561527
"SM84","before.diet","2697",184.023936287363
"SM86","after.diet","2697",170.548186639532
"SM87","before.diet","2697",NA
"SM88","after.diet","2697",152.344021968325
"SM9","after.diet","2697",NA
"SM90","after.diet","2697",NA
"SM96","before.diet","2697",153.497897270799
"SM1","before.diet","2778",167.679591148853
"SM11","after.diet","2778",156.710451064962
"SM12","before.diet","2778",162.327856610328
"SM13","before.diet","2778",NA
"SM14","before.diet","2778",NA
"SM17","before.diet","2778",NA
"SM19","after.diet","2778",NA
"SM2","before.diet","2778",112.209067322271
"SM23","after.diet","2778",NA
"SM3","after.diet","2778",219.698789547681
"SM33","before.diet","2778",NA
"SM38","after.diet","2778",86.2903770372178
"SM41","before.diet","2778",211.654453424325
"SM45","after.diet","2778",2.53338741892967
"SM49","before.diet","2778",117.982298172192
"SM52","before.diet","2778",206.004369439225
"SM53","after.diet","2778",133.924407466338
"SM56","after.diet","2778",83.8975752609942
"SM57","before.diet","2778",121
"SM58","after.diet","2778",97.4362806807032
"SM62","before.diet","2778",NA
"SM64","after.diet","2778",138.401470108509
"SM77","after.diet","2778",208.493434888122
"SM79","after.diet","2778",183.837865910155
"SM8","before.diet","2778",NA
"SM83","before.diet","2778",124.282669172114
"SM84","before.diet","2778",186.104684839986
"SM86","after.diet","2778",172.409001076597
"SM87","before.diet","2778",NA
"SM88","after.diet","2778",154.108608678189
"SM9","after.diet","2778",NA
"SM90","after.diet","2778",NA
"SM96","before.diet","2778",155.271105053673
"SM1","before.diet","3064",174.093682848487
"SM11","after.diet","3064",163.014521518578
"SM12","before.diet","3064",168.804890410772
"SM13","before.diet","3064",NA
"SM14","before.diet","3064",NA
"SM17","before.diet","3064",NA
"SM19","after.diet","3064",NA
"SM2","before.diet","3064",116.426595739565
"SM23","after.diet","3064",NA
"SM3","after.diet","3064",228.519541919873
"SM33","before.diet","3064",NA
"SM38","after.diet","3064",89.0642409874844
"SM41","before.diet","3064",219.871801007922
"SM45","after.diet","3064",2.58832173653851
"SM49","before.diet","3064",122.377177443159
"SM52","before.diet","3064",214.732701506961
"SM53","after.diet","3064",138.583004824221
"SM56","after.diet","3064",87
"SM57","before.diet","3064",NA
"SM58","after.diet","3064",101.331585737824
"SM62","before.diet","3064",NA
"SM64","after.diet","3064",144.488639485668
"SM77","after.diet","3064",217.287179012746
"SM79","after.diet","3064",191.904188758864
"SM8","before.diet","3064",NA
"SM83","before.diet","3064",129.153814235477
"SM84","before.diet","3064",193.154159326343
"SM86","after.diet","3064",178.686675339123
"SM87","before.diet","3064",NA
"SM88","after.diet","3064",160.076598518723
"SM9","after.diet","3064",NA
"SM90","after.diet","3064",NA
"SM96","before.diet","3064",161.218552899391
"SM1","before.diet","3105",174.979283891762
"SM11","after.diet","3105",163.886186513174
"SM12","before.diet","3105",169.700005793918
"SM13","before.diet","3105",NA
"SM14","before.diet","3105",NA
"SM17","before.diet","3105",NA
"SM19","after.diet","3105",NA
"SM2","before.diet","3105",117.007019519115
"SM23","after.diet","3105",NA
"SM3","after.diet","3105",229.73642386075
"SM33","before.diet","3105",NA
"SM38","after.diet","3105",89.4448653058707
"SM41","before.diet","3105",221
"SM45","after.diet","3105",2.59619517048622
"SM49","before.diet","3105",122.980333742852
"SM52","before.diet","3105",215.935829026001
"SM53","after.diet","3105",139.222496862172
"SM56","after.diet","3105",NA
"SM57","before.diet","3105",NA
"SM58","after.diet","3105",101.870738101813
"SM62","before.diet","3105",NA
"SM64","after.diet","3105",145.332339277438
"SM77","after.diet","3105",218.505837080814
"SM79","after.diet","3105",193.016030926536
"SM8","before.diet","3105",NA
"SM83","before.diet","3105",129.823266941328
"SM84","before.diet","3105",194.129383584041
"SM86","after.diet","3105",179.552351661113
"SM87","before.diet","3105",NA
"SM88","after.diet","3105",160.901134558884
"SM9","after.diet","3105",NA
"SM90","after.diet","3105",NA
"SM96","before.diet","3105",162.034023969485
"SM1","before.diet","3223",177.484309393971
"SM11","after.diet","3223",166.35337989683
"SM12","before.diet","3223",172.233004872497
"SM13","before.diet","3223",NA
"SM14","before.diet","3223",NA
"SM17","before.diet","3223",NA
"SM19","after.diet","3223",NA
"SM2","before.diet","3223",118.646411803986
"SM23","after.diet","3223",NA
"SM3","after.diet","3223",233.176884066201
"SM33","before.diet","3223",NA
"SM38","after.diet","3223",90.5186656224772
"SM41","before.diet","3223",NA
"SM45","after.diet","3223",2.61885427968988
"SM49","before.diet","3223",124.681110425745
"SM52","before.diet","3223",219.336626706525
"SM53","after.diet","3223",141.02650696596
"SM56","after.diet","3223",NA
"SM57","before.diet","3223",NA
"SM58","after.diet","3223",103.397985738499
"SM62","before.diet","3223",NA
"SM64","after.diet","3223",147.723350427896
"SM77","after.diet","3223",221.958899382183
"SM79","after.diet","3223",196.158221526792
"SM8","before.diet","3223",NA
"SM83","before.diet","3223",131.71221587311
"SM84","before.diet","3223",196.890236448874
"SM86","after.diet","3223",182
"SM87","before.diet","3223",NA
"SM88","after.diet","3223",163.234173892808
"SM9","after.diet","3223",NA
"SM90","after.diet","3223",NA
"SM96","before.diet","3223",164.333015881991
"SM1","before.diet","3317",179.435288724766
"SM11","after.diet","3317",168.27650333728
"SM12","before.diet","3317",174.206865175928
"SM13","before.diet","3317",NA
"SM14","before.diet","3317",NA
"SM17","before.diet","3317",NA
"SM19","after.diet","3317",NA
"SM2","before.diet","3317",119.920814017615
"SM23","after.diet","3317",NA
"SM3","after.diet","3317",235.854589489308
"SM33","before.diet","3317",NA
"SM38","after.diet","3317",91.3522152421528
"SM41","before.diet","3317",NA
"SM45","after.diet","3317",2.63690409057885
"SM49","before.diet","3317",126
"SM52","before.diet","3317",221.983014227784
"SM53","after.diet","3317",142.426564375936
"SM56","after.diet","3317",NA
"SM57","before.diet","3317",NA
"SM58","after.diet","3317",104.589945033647
"SM62","before.diet","3317",NA
"SM64","after.diet","3317",149.590303866302
"SM77","after.diet","3317",224.654371640851
"SM79","after.diet","3317",198.60247510647
"SM8","before.diet","3317",NA
"SM83","before.diet","3317",133.178242060246
"SM84","before.diet","3317",199.042778387695
"SM86","after.diet","3317",NA
"SM87","before.diet","3317",NA
"SM88","after.diet","3317",165.051999934768
"SM9","after.diet","3317",NA
"SM90","after.diet","3317",NA
"SM96","before.diet","3317",166.115632503577
"SM1","before.diet","3571.34482758621",184.523734989316
"SM11","after.diet","3571.34482758621",173.29892264404
"SM12","before.diet","3571.34482758621",179.359692538478
"SM13","before.diet","3571.34482758621",NA
"SM14","before.diet","3571.34482758621",NA
"SM17","before.diet","3571.34482758621",NA
"SM19","after.diet","3571.34482758621",NA
"SM2","before.diet","3571.34482758621",123.235292439818
"SM23","after.diet","3571.34482758621",NA
"SM3","after.diet","3571.34482758621",242.830075478056
"SM33","before.diet","3571.34482758621",NA
"SM38","after.diet","3571.34482758621",93.5160221635961
"SM41","before.diet","3571.34482758621",NA
"SM45","after.diet","3571.34482758621",2.68567579481143
"SM49","before.diet","3571.34482758621",NA
"SM52","before.diet","3571.34482758621",228.877839235216
"SM53","after.diet","3571.34482758621",146.058027536837
"SM56","after.diet","3571.34482758621",NA
"SM57","before.diet","3571.34482758621",NA
"SM58","after.diet","3571.34482758621",107.710895647394
"SM62","before.diet","3571.34482758621",NA
"SM64","after.diet","3571.34482758621",154.480502042809
"SM77","after.diet","3571.34482758621",231.710418616725
"SM79","after.diet","3571.34482758621",204.964723936904
"SM8","before.diet","3571.34482758621",NA
"SM83","before.diet","3571.34482758621",136.977960998502
"SM84","before.diet","3571.34482758621",204.666350020162
"SM86","after.diet","3571.34482758621",NA
"SM87","before.diet","3571.34482758621",NA
"SM88","after.diet","3571.34482758621",169.796724631021
"SM9","after.diet","3571.34482758621",NA
"SM90","after.diet","3571.34482758621",NA
"SM96","before.diet","3571.34482758621",170.73228533492
"SM1","before.diet","3642",185.90121648645
"SM11","after.diet","3642",174.660203535779
